file,nct,action
HIV_TB_COINFECTION_ART_TIMING_NMA_REVIEW.html,NCT00108862,NO_EVIDENCE_ARRAY
HIV_TB_COINFECTION_ART_TIMING_NMA_REVIEW.html,NCT00091936,NO_EVIDENCE_ARRAY
HPV_DOSE_REDUCTION_NMA_REVIEW.html,NCT02834637,ADDED_1_ROWS
HPV_DOSE_REDUCTION_NMA_REVIEW.html,NCT03675256_NONAV,ADDED_1_ROWS
HPV_DOSE_REDUCTION_NMA_REVIEW.html,NCT03675256,ADDED_1_ROWS
HPV_VACCINE_SCHEDULES_NMA_REVIEW.html,NCT03675256,NO_EVIDENCE_ARRAY
HPV_VACCINE_SCHEDULES_NMA_REVIEW.html,NCT00092534,NO_EVIDENCE_ARRAY
HPV_VACCINE_SCHEDULES_NMA_REVIEW.html,NCT00122681,NO_EVIDENCE_ARRAY
HYDROCORTISONE_SEPTIC_SHOCK_NMA_REVIEW.html,NCT00670254,NO_EVIDENCE_ARRAY
HYDROCORTISONE_SEPTIC_SHOCK_NMA_REVIEW.html,NCT00625209,NO_EVIDENCE_ARRAY
HYDROCORTISONE_SEPTIC_SHOCK_NMA_REVIEW.html,NCT01448109,NO_EVIDENCE_ARRAY
IL23_PSA_NMA_REVIEW.html,NCT03158285,ADDED_1_ROWS
IL23_PSA_NMA_REVIEW.html,NCT03162796,ADDED_1_ROWS
IL23_PSA_NMA_REVIEW.html,NCT03671148,ADDED_1_ROWS
IL23_PSA_NMA_REVIEW.html,NCT03675308,ADDED_1_ROWS
IL23_PSORIASIS_REVIEW.html,NCT01722331,ADDED_1_ROWS
IL23_PSORIASIS_REVIEW.html,NCT02684370,ADDED_1_ROWS
IL23_PSORIASIS_REVIEW.html,NCT02207231,ADDED_1_ROWS
IL_PSORIASIS_NMA_REVIEW.html,NCT03410992,ADDED_1_ROWS
IL_PSORIASIS_NMA_REVIEW.html,NCT02074982,ADDED_1_ROWS
IL_PSORIASIS_NMA_REVIEW.html,NCT01708603,ADDED_1_ROWS
IL_PSORIASIS_NMA_REVIEW.html,NCT01729754,ADDED_1_ROWS
IL_PSORIASIS_NMA_REVIEW.html,NCT01722331,ADDED_1_ROWS
IL_PSORIASIS_NMA_REVIEW.html,NCT01708590,ADDED_1_ROWS
IL_PSORIASIS_NMA_REVIEW.html,NCT02684357,ADDED_1_ROWS
IL_PSORIASIS_NMA_REVIEW.html,NCT02207244,ADDED_1_ROWS
IL_PSORIASIS_NMA_REVIEW.html,NCT03412747,ADDED_1_ROWS
IL_PSORIASIS_NMA_REVIEW.html,NCT03370133,ADDED_1_ROWS
IL_PSORIASIS_NMA_REVIEW.html,NCT03536884,ADDED_1_ROWS
IL_PSORIASIS_NMA_REVIEW.html,NCT01358578,ADDED_1_ROWS
IL_PSORIASIS_NMA_REVIEW.html,NCT01365455,ADDED_1_ROWS
IL_PSORIASIS_NMA_REVIEW.html,NCT01646177,ADDED_1_ROWS
IL_PSORIASIS_NMA_REVIEW.html,NCT01597245,ADDED_1_ROWS
IL_PSORIASIS_NMA_REVIEW.html,NCT01474512,ADDED_1_ROWS
IL_PSORIASIS_NMA_REVIEW.html,NCT02684370,ADDED_1_ROWS
IL_PSORIASIS_NMA_REVIEW.html,NCT02207231,ADDED_1_ROWS
INAVOLISIB_BC_REVIEW.html,NCT04191499,ADDED_1_ROWS
INCLISIRAN_REVIEW.html,NCT03400800,ADDED_1_ROWS
INCLISIRAN_REVIEW.html,NCT03399370,ADDED_1_ROWS
INCLISIRAN_REVIEW.html,NCT03397121,ADDED_1_ROWS
INCRETIN_HFpEF_REVIEW.html,NCT04847557,ADDED_1_ROWS
INCRETIN_HFpEF_REVIEW.html,NCT04916470,ADDED_1_ROWS
INCRETIN_HFpEF_REVIEW.html,NCT04788511,ADDED_1_ROWS
INCRETINS_T2D_NMA_REVIEW.html,NCT04537923,ADDED_1_ROWS
INCRETINS_T2D_NMA_REVIEW.html,NCT04039503,ADDED_1_ROWS
INCRETINS_T2D_NMA_REVIEW.html,NCT03730662,ADDED_1_ROWS
INCRETINS_T2D_NMA_REVIEW.html,NCT03882970,ADDED_1_ROWS
INCRETINS_T2D_NMA_REVIEW.html,NCT01930188,ADDED_1_ROWS
INCRETINS_T2D_NMA_REVIEW.html,NCT02607865,ADDED_1_ROWS
INCRETINS_T2D_NMA_REVIEW.html,NCT02863419,ADDED_1_ROWS
INCRETINS_T2D_NMA_REVIEW.html,NCT01144338,ADDED_1_ROWS
INCRETINS_T2D_NMA_REVIEW.html,NCT01720446,ADDED_1_ROWS
INCRETINS_T2D_NMA_REVIEW.html,NCT00318461,ADDED_1_ROWS
INCRETINS_T2D_NMA_REVIEW.html,NCT01624259,ADDED_1_ROWS
INCRETINS_T2D_NMA_REVIEW.html,NCT00518882,ADDED_1_ROWS
INCRETINS_T2D_NMA_REVIEW.html,NCT02648204,ADDED_1_ROWS
INCRETINS_T2D_NMA_REVIEW.html,NCT01885208,ADDED_1_ROWS
INCRETINS_T2D_NMA_REVIEW.html,NCT02054897,ADDED_1_ROWS
INCRETINS_T2D_NMA_REVIEW.html,NCT03987919,ADDED_1_ROWS
INCRETINS_T2D_NMA_REVIEW.html,NCT03954834,ADDED_1_ROWS
INSULIN_ICODEC_REVIEW.html,NCT04795531,ADDED_1_ROWS
INSULIN_ICODEC_REVIEW.html,NCT04770532,ADDED_1_ROWS
INSULIN_ICODEC_REVIEW.html,NCT04460885,ADDED_1_ROWS
INTENSIVE_BP_REVIEW.html,NCT00059306,ADDED_1_ROWS
INTENSIVE_BP_REVIEW.html,NCT03015311,ADDED_1_ROWS
INTENSIVE_BP_REVIEW.html,NCT00000620,ADDED_1_ROWS
INTENSIVE_BP_REVIEW.html,NCT01206062_CKD,ADDED_1_ROWS
INTENSIVE_BP_REVIEW.html,NCT01206062_SENIOR,ADDED_1_ROWS
INTENSIVE_BP_REVIEW.html,NCT03015311,NO_EVIDENCE_ARRAY
INTENSIVE_BP_REVIEW.html,NCT00000620,NO_EVIDENCE_ARRAY
INTENSIVE_BP_REVIEW.html,NCT01206062,NO_EVIDENCE_ARRAY
INTENSIVE_BP_REVIEW.html,NCT03643796,NO_EVIDENCE_ARRAY
INTENSIVE_BP_REVIEW.html,NCT04030234,NO_EVIDENCE_ARRAY
IO_CHEMO_NSCLC_1L_REVIEW.html,NCT03164616,ADDED_1_ROWS
IO_CHEMO_NSCLC_1L_REVIEW.html,NCT02366143,ADDED_1_ROWS
IO_CHEMO_NSCLC_1L_REVIEW.html,NCT02775435,ADDED_1_ROWS
IO_CHEMO_NSCLC_1L_REVIEW.html,NCT02578680,ADDED_1_ROWS
IPTACOPAN_IGAN_REVIEW.html,NCT04578834,ADDED_1_ROWS
IV_IRON_HF_REVIEW.html,NCT03037931,ADDED_1_ROWS
IV_IRON_HF_REVIEW.html,NCT02642562,ADDED_1_ROWS
IV_IRON_HF_REVIEW.html,NCT02937454,ADDED_1_ROWS
IV_IRON_HF_REVIEW.html,NCT01453608,ADDED_1_ROWS
JAK_RA_REVIEW.html,NCT02889796,ADDED_1_ROWS
JAK_RA_REVIEW.html,NCT02675426,ADDED_1_ROWS
JAK_RA_REVIEW.html,NCT01710358,ADDED_1_ROWS
JAK_UC_REVIEW.html,NCT02914522,ADDED_1_ROWS
JAK_UC_REVIEW.html,NCT02819635,ADDED_1_ROWS
JAK_UC_REVIEW.html,NCT01465763,ADDED_1_ROWS
JAKI_AD_NMA_REVIEW.html,NCT03334422,ADDED_1_ROWS
JAKI_AD_NMA_REVIEW.html,NCT03334396,ADDED_1_ROWS
JAKI_AD_NMA_REVIEW.html,NCT03607422,ADDED_1_ROWS
JAKI_AD_NMA_REVIEW.html,NCT03569293,ADDED_1_ROWS
JAKI_AD_NMA_REVIEW.html,NCT03575871,ADDED_1_ROWS
JAKI_AD_NMA_REVIEW.html,NCT03349060,ADDED_1_ROWS
JAKI_AD_REVIEW.html,NCT03607422,ADDED_1_ROWS
JAKI_AD_REVIEW.html,NCT03569293,ADDED_1_ROWS
JAKI_AD_REVIEW.html,NCT03575871,ADDED_1_ROWS
JAKI_AD_REVIEW.html,NCT03349060,ADDED_1_ROWS
JAKI_RA_NMA_REVIEW.html,NCT02889796,ADDED_1_ROWS
JAKI_RA_NMA_REVIEW.html,NCT02629159,ADDED_1_ROWS
JAKI_RA_NMA_REVIEW.html,NCT01710358,ADDED_1_ROWS
JAKI_RA_NMA_REVIEW.html,NCT00853385,ADDED_1_ROWS
KARXT_SCZ_REVIEW.html,NCT04738123,ADDED_1_ROWS
KARXT_SCZ_REVIEW.html,NCT04659161,ADDED_1_ROWS
KRAS_G12C_NMA_REVIEW.html,NCT04685135,ADDED_1_ROWS
KRAS_G12C_NMA_REVIEW.html,NCT04303780,ADDED_1_ROWS
LEBRIKIZUMAB_AD_REVIEW.html,NCT04250337,ADDED_1_ROWS
LEBRIKIZUMAB_AD_REVIEW.html,NCT04178967,ADDED_1_ROWS
LEBRIKIZUMAB_AD_REVIEW.html,NCT04146363,ADDED_1_ROWS
LENACAPAVIR_PREP_REVIEW.html,NCT04925752,ADDED_1_ROWS
LENACAPAVIR_PREP_REVIEW.html,NCT04994509,ADDED_1_ROWS
LIPID_HUB_REVIEW.html,NCT02944682,NO_EVIDENCE_ARRAY
LIPID_HUB_REVIEW.html,NCT01841944,NO_EVIDENCE_ARRAY
LIPID_HUB_REVIEW.html,NCT01169259,NO_EVIDENCE_ARRAY
LIPID_HUB_REVIEW.html,NCT02104817,NO_EVIDENCE_ARRAY
LIPID_HUB_REVIEW.html,NCT01492361,NO_EVIDENCE_ARRAY
LU_PSMA_MCRPC_REVIEW.html,NCT04689828,ADDED_1_ROWS
LU_PSMA_MCRPC_REVIEW.html,NCT03511664,ADDED_1_ROWS
MALARIA_ACT_NMA_REVIEW.html,NCT04767191,ADDED_1_ROWS
MALARIA_ACT_NMA_REVIEW.html,NCT05192265,ADDED_1_ROWS
MALARIA_ACT_NMA_REVIEW.html,NCT04565184,ADDED_1_ROWS
MALARIA_ACT_NMA_REVIEW.html,NCT06076213,ADDED_1_ROWS
MALARIA_ACT_NMA_REVIEW.html,NCT01704508,ADDED_1_ROWS
MALARIA_VACCINE_NMA_REVIEW.html,NCT04704830,NO_EVIDENCE_ARRAY
MALARIA_VACCINE_NMA_REVIEW.html,NCT03896724,NO_EVIDENCE_ARRAY
MALARIA_VACCINE_NMA_REVIEW.html,NCT00866619,NO_EVIDENCE_ARRAY
MALARIA_VACCINES_NMA_REVIEW.html,NCT04704830,ADDED_1_ROWS
MALARIA_VACCINES_NMA_REVIEW.html,NCT03896724,ADDED_1_ROWS
MALARIA_VACCINES_NMA_REVIEW.html,NCT00866619,ADDED_1_ROWS
MAVACAMTEN_HCM_REVIEW.html,NCT05174416,ADDED_1_ROWS
MAVACAMTEN_HCM_REVIEW.html,NCT03723655,ADDED_1_ROWS
MAVACAMTEN_HCM_REVIEW.html,NCT04349072,ADDED_1_ROWS
MAVACAMTEN_HCM_REVIEW.html,NCT03470545,ADDED_1_ROWS
MDR_TB_SHORTENED_NMA_REVIEW.html,NCT03086486,NO_EVIDENCE_ARRAY
MDR_TB_SHORTENED_NMA_REVIEW.html,NCT02333799,NO_EVIDENCE_ARRAY
MDR_TB_SHORTENED_NMA_REVIEW.html,NCT02589782,NO_EVIDENCE_ARRAY
MDRTB_BPAL_REVIEW.html,NCT02589782,ADDED_1_ROWS
MDRTB_BPAL_REVIEW.html,NCT03086486,ADDED_1_ROWS
MDRTB_BPAL_REVIEW.html,NCT02333799,ADDED_1_ROWS
MEDITERRANEAN_DIET_CV_NMA_REVIEW.html,NCT00924937,NO_EVIDENCE_ARRAY
MHEALTH_ART_ADHERENCE_REVIEW.html,NCT00830622,ADDED_1_ROWS
MIGRAINE_ACUTE_NMA_REVIEW.html,NCT03872453,ADDED_1_ROWS
MIGRAINE_ACUTE_NMA_REVIEW.html,NCT02867709,ADDED_1_ROWS
MIGRAINE_ACUTE_NMA_REVIEW.html,NCT03235479,ADDED_1_ROWS
MIGRAINE_ACUTE_NMA_REVIEW.html,NCT03461757,ADDED_1_ROWS
MIRIKIZUMAB_UC_REVIEW.html,NCT03524092,ADDED_1_ROWS
MIRIKIZUMAB_UC_REVIEW.html,NCT03518086,ADDED_1_ROWS
MIRVETUXIMAB_OVARIAN_REVIEW.html,NCT04209855,ADDED_1_ROWS
MITAPIVAT_THALASSEMIA_REVIEW.html,NCT04770753,ADDED_1_ROWS
MITRAL_FUNCMR_REVIEW.html,NCT02444338,ADDED_1_ROWS
MITRAL_FUNCMR_REVIEW.html,NCT01920698,ADDED_1_ROWS
MITRAL_FUNCMR_REVIEW.html,NCT01626079,ADDED_1_ROWS
MM_1L_NMA_REVIEW.html,NCT03319667,ADDED_1_ROWS
MM_1L_NMA_REVIEW.html,NCT02541383,ADDED_1_ROWS
MM_1L_NMA_REVIEW.html,NCT02195479,ADDED_1_ROWS
MM_1L_NMA_REVIEW.html,NCT02252172,ADDED_1_ROWS
NEOADJUVANT_IO_NSCLC_REVIEW.html,NCT03800134,ADDED_1_ROWS
NEOADJUVANT_IO_NSCLC_REVIEW.html,NCT03425643,ADDED_1_ROWS
NEOADJUVANT_IO_NSCLC_REVIEW.html,NCT02998528,ADDED_1_ROWS
NIRSEVIMAB_INFANT_RSV_REVIEW.html,NCT05437510,ADDED_1_ROWS
NIRSEVIMAB_INFANT_RSV_REVIEW.html,NCT03979313,ADDED_1_ROWS
NIRSEVIMAB_INFANT_RSV_REVIEW.html,NCT02878330,ADDED_1_ROWS
OBESITY_DRUGS_NMA_REVIEW.html,NCT01272219,ADDED_1_ROWS
OBESITY_DRUGS_NMA_REVIEW.html,NCT03548935,ADDED_1_ROWS
OBESITY_DRUGS_NMA_REVIEW.html,NCT04184622,ADDED_1_ROWS
OSIMERTINIB_EGFR_NSCLC_REVIEW.html,NCT04035486,ADDED_1_ROWS
OSIMERTINIB_EGFR_NSCLC_REVIEW.html,NCT02511106,ADDED_1_ROWS
OSIMERTINIB_EGFR_NSCLC_REVIEW.html,NCT02296125,ADDED_2_ROWS
OSIMERTINIB_EGFR_NSCLC_REVIEW.html,NCT02151981,ADDED_1_ROWS
PAH_THERAPY_NMA_REVIEW.html,NCT00660179,ADDED_2_ROWS
PAH_THERAPY_NMA_REVIEW.html,NCT00810693,ADDED_1_ROWS
PAH_THERAPY_NMA_REVIEW.html,NCT01106014,ADDED_1_ROWS
PAH_THERAPY_NMA_REVIEW.html,NCT04576988,ADDED_1_ROWS
PARP_ARPI_MCRPC_REVIEW.html,NCT03395197,ADDED_1_ROWS
PARP_ARPI_MCRPC_REVIEW.html,NCT03748641,ADDED_1_ROWS
PARP_ARPI_MCRPC_REVIEW.html,NCT03732820,ADDED_2_ROWS
PARP_OVARIAN_REVIEW.html,NCT02655016,ADDED_1_ROWS
PARP_OVARIAN_REVIEW.html,NCT02477644,ADDED_1_ROWS
PARP_OVARIAN_REVIEW.html,NCT01844986,ADDED_2_ROWS
PATISIRAN_POLYNEUROPATHY_REVIEW.html,NCT03759379,ADDED_1_ROWS
PATISIRAN_POLYNEUROPATHY_REVIEW.html,NCT01960348,ADDED_1_ROWS
PBC_PPAR_REVIEW.html,NCT04620733,ADDED_1_ROWS
PBC_PPAR_REVIEW.html,NCT04526665,ADDED_1_ROWS
PCSK9_LIPID_NMA_REVIEW.html,NCT02993406,ADDED_1_ROWS
PCSK9_LIPID_NMA_REVIEW.html,NCT01663402,ADDED_1_ROWS
PCSK9_LIPID_NMA_REVIEW.html,NCT01764633,ADDED_1_ROWS
PCSK9_LIPID_NMA_REVIEW.html,NCT00202878,ADDED_1_ROWS
PCSK9_REVIEW.html,NCT01663402,ADDED_1_ROWS
PCSK9_REVIEW.html,NCT01764633,ADDED_1_ROWS
PEDIATRIC_HIV_ART_NMA_REVIEW.html,NCT02259127,NO_EVIDENCE_ARRAY
PEGCETACOPLAN_GA_REVIEW.html,NCT03525600_PEOM,ADDED_1_ROWS
PEGCETACOPLAN_GA_REVIEW.html,NCT03525613_PEOM,ADDED_1_ROWS
PEGCETACOPLAN_GA_REVIEW.html,NCT03525600,ADDED_1_ROWS
PEGCETACOPLAN_GA_REVIEW.html,NCT03525613,ADDED_1_ROWS
PEGCETACOPLAN_GA_REVIEW.html,NCT04770545,NO_EVIDENCE_ARRAY
PHYSICAL_REHAB_OLDER_NMA_REVIEW.html,NCT00871715,NO_EVIDENCE_ARRAY
PHYSICAL_REHAB_OLDER_NMA_REVIEW.html,NCT01072500,NO_EVIDENCE_ARRAY
PHYSICAL_REHAB_OLDER_NMA_REVIEW.html,NCT02196038,NO_EVIDENCE_ARRAY
PI3K_AKT_BC_REVIEW.html,NCT04191499,ADDED_1_ROWS
PI3K_AKT_BC_REVIEW.html,NCT04305496,ADDED_2_ROWS
PI3K_AKT_BC_REVIEW.html,NCT02437318,ADDED_1_ROWS
POLYCYTHEMIA_VERA_NMA_REVIEW.html,NCT01949805,NO_EVIDENCE_ARRAY
POLYCYTHEMIA_VERA_NMA_REVIEW.html,NCT02038036,NO_EVIDENCE_ARRAY
POLYCYTHEMIA_VERA_NMA_REVIEW.html,NCT01243944,NO_EVIDENCE_ARRAY
POSTPARTUM_HEMORRHAGE_NMA_REVIEW.html,NCT04341662,NO_EVIDENCE_ARRAY
PPH_BUNDLE_NMA_REVIEW.html,NCT04341662,ADDED_1_ROWS
PPH_BUNDLE_NMA_REVIEW.html,NCT03475342,ADDED_1_ROWS
PPH_BUNDLE_NMA_REVIEW.html,NCT00872469,ADDED_1_ROWS
PREGNANCY_HIV_VESTED_REVIEW.html,NCT03048422,ADDED_1_ROWS
PRIMAQUINE_GAMETOCYTE_DR_REVIEW.html,NCT02174900,ADDED_1_ROWS
PRIMAQUINE_GAMETOCYTE_DR_REVIEW.html,NCT01365598,ADDED_1_ROWS
PSA_BIOLOGICS_NMA_REVIEW.html,NCT03104400,ADDED_1_ROWS
PSA_BIOLOGICS_NMA_REVIEW.html,NCT03895203,ADDED_1_ROWS
PSA_BIOLOGICS_NMA_REVIEW.html,NCT03158285,ADDED_1_ROWS
PSA_BIOLOGICS_NMA_REVIEW.html,NCT01695239,ADDED_1_ROWS
RCC_1L_NMA_REVIEW.html,NCT02231749,ADDED_1_ROWS
RCC_1L_NMA_REVIEW.html,NCT02811861,ADDED_1_ROWS
RCC_1L_NMA_REVIEW.html,NCT02853331,ADDED_1_ROWS
RCC_1L_NMA_REVIEW.html,NCT03141177,ADDED_1_ROWS
RENAL_DENERV_REVIEW.html,NCT01418261,ADDED_1_ROWS
RENAL_DENERV_REVIEW.html,NCT02918305,ADDED_1_ROWS
RENAL_DENERV_REVIEW.html,NCT03614260,ADDED_1_ROWS
RENAL_DENERV_REVIEW.html,NCT02439749_OFF,ADDED_1_ROWS
RENAL_DENERV_REVIEW.html,NCT02649426,ADDED_1_ROWS
RENAL_DENERV_REVIEW.html,NCT02439749_ON,ADDED_1_ROWS
RESMETIROM_MASH_REVIEW.html,NCT03900429,ADDED_1_ROWS
RISANKIZUMAB_CD_REVIEW.html,NCT03105102,ADDED_1_ROWS
RISANKIZUMAB_CD_REVIEW.html,NCT03104413,ADDED_1_ROWS
RISANKIZUMAB_CD_REVIEW.html,NCT03105128,ADDED_1_ROWS
RIVAROXABAN_VASC_REVIEW.html,NCT00809965,ADDED_1_ROWS
RIVAROXABAN_VASC_REVIEW.html,NCT01877915,ADDED_1_ROWS
RIVAROXABAN_VASC_REVIEW.html,NCT02504216,ADDED_1_ROWS
RIVAROXABAN_VASC_REVIEW.html,NCT01776424,ADDED_1_ROWS
ROMOSOZUMAB_OP_REVIEW.html,NCT02186171,ADDED_1_ROWS
ROMOSOZUMAB_OP_REVIEW.html,NCT01631214,ADDED_1_ROWS
ROMOSOZUMAB_OP_REVIEW.html,NCT01575834,ADDED_1_ROWS
ROTAVIRUS_VACCINE_AFRICA_NMA_REVIEW.html,NCT02145000,NO_EVIDENCE_ARRAY
ROTAVIRUS_VACCINE_AFRICA_NMA_REVIEW.html,NCT00362648,NO_EVIDENCE_ARRAY
ROTAVIRUS_VACCINE_AFRICA_NMA_REVIEW.html,NCT00241644,NO_EVIDENCE_ARRAY
RSV_VACCINE_OLDER_REVIEW.html,NCT05127434,ADDED_1_ROWS
RSV_VACCINE_OLDER_REVIEW.html,NCT04886596,ADDED_1_ROWS
RSV_VACCINE_OLDER_REVIEW.html,NCT05035212,ADDED_1_ROWS
RUSFERTIDE_PV_REVIEW.html,NCT05210790,ADDED_1_ROWS
SAM_SIMPLIFIED_PROTOCOL_REVIEW.html,NCT04698070,ADDED_1_ROWS
SCD_DISEASE_MOD_NMA_REVIEW.html,NCT03745287,ADDED_1_ROWS
SCD_DISEASE_MOD_NMA_REVIEW.html,NCT01179217,ADDED_1_ROWS
SCD_DISEASE_MOD_NMA_REVIEW.html,NCT01966731,ADDED_1_ROWS
SCHISTOSOMIASIS_ARPRAZIQUANTEL_REVIEW.html,NCT03845140,ADDED_1_ROWS
SEMAGLUTIDE_OBESITY_REVIEW.html,NCT03552757,ADDED_1_ROWS
SEMAGLUTIDE_OBESITY_REVIEW.html,NCT03693430,ADDED_1_ROWS
SEMAGLUTIDE_OBESITY_REVIEW.html,NCT03611582,ADDED_1_ROWS
SEMAGLUTIDE_OBESITY_REVIEW.html,NCT03548935,ADDED_1_ROWS
SEVERE_ASTHMA_NMA_REVIEW.html,NCT03347279,ADDED_1_ROWS
SEVERE_ASTHMA_NMA_REVIEW.html,NCT02414854,ADDED_1_ROWS
SEVERE_ASTHMA_NMA_REVIEW.html,NCT01928771,ADDED_1_ROWS
SEVERE_ASTHMA_NMA_REVIEW.html,NCT01287039,ADDED_1_ROWS
SEVERE_ASTHMA_NMA_REVIEW.html,NCT01691521,ADDED_1_ROWS
SGLT2_CKD_REVIEW.html,NCT03594110,ADDED_1_ROWS
SGLT2_CKD_REVIEW.html,NCT03036150,ADDED_1_ROWS
SGLT2_CKD_REVIEW.html,NCT02065791,ADDED_1_ROWS
SGLT2_HF_REVIEW.html,NCT03521934,ADDED_1_ROWS
SGLT2_HF_REVIEW.html,NCT03619213,ADDED_1_ROWS
SGLT2_HF_REVIEW.html,NCT03057951,ADDED_1_ROWS
SGLT2_HF_REVIEW.html,NCT03057977,ADDED_1_ROWS
SGLT2_HF_REVIEW.html,NCT03036124,ADDED_1_ROWS
SGLT2_MACE_CVOT_REVIEW.html,NCT01986881,ADDED_1_ROWS
SGLT2_MACE_CVOT_REVIEW.html,NCT01730534,ADDED_1_ROWS
SGLT2_MACE_CVOT_REVIEW.html,NCT01032629,ADDED_1_ROWS
SGLT2_MACE_CVOT_REVIEW.html,NCT01131676,ADDED_1_ROWS
SGLT2I_HF_NMA_REVIEW.html,NCT03315143,ADDED_1_ROWS
SGLT2I_HF_NMA_REVIEW.html,NCT03521934,ADDED_1_ROWS
SGLT2I_HF_NMA_REVIEW.html,NCT03619213,ADDED_1_ROWS
SGLT2I_HF_NMA_REVIEW.html,NCT03057951,ADDED_1_ROWS
SGLT2I_HF_NMA_REVIEW.html,NCT03057977,ADDED_1_ROWS
SGLT2I_HF_NMA_REVIEW.html,NCT03036124,ADDED_1_ROWS
SOTAGLIFLOZIN_HF_REVIEW.html,NCT03315143,ADDED_1_ROWS
SOTAGLIFLOZIN_HF_REVIEW.html,NCT03521934,ADDED_1_ROWS
SOTATERCEPT_PAH_REVIEW.html,NCT04576988,ADDED_1_ROWS
SPARSENTAN_IGAN_REVIEW.html,NCT03762850,ADDED_1_ROWS
SPONDYLOARTHRITIS_NMA_REVIEW.html,NCT04169373,ADDED_2_ROWS
SPONDYLOARTHRITIS_NMA_REVIEW.html,NCT03928743,ADDED_1_ROWS
SPONDYLOARTHRITIS_NMA_REVIEW.html,NCT03928704,ADDED_1_ROWS
SPONDYLOARTHRITIS_NMA_REVIEW.html,NCT02696785,ADDED_1_ROWS
TARLATAMAB_SCLC_REVIEW.html,NCT05060016,ADDED_1_ROWS
TAVR_LOWRISK_REVIEW.html,NCT01057173,ADDED_1_ROWS
TAVR_LOWRISK_REVIEW.html,NCT02701283,ADDED_1_ROWS
TAVR_LOWRISK_REVIEW.html,NCT02675114,ADDED_1_ROWS
TB_DRUG_SUSCEPTIBLE_4MO_REVIEW.html,NCT02410772,ADDED_1_ROWS
TB_PREVENTION_NMA_REVIEW.html,NCT01582711,NO_EVIDENCE_ARRAY
TB_PREVENTION_NMA_REVIEW.html,NCT00023452,NO_EVIDENCE_ARRAY
TB_PREVENTION_NMA_REVIEW.html,NCT01404312,NO_EVIDENCE_ARRAY
TB_PREVENTION_REVIEW.html,NCT01404312,ADDED_1_ROWS
TDXD_HER2LOW_BC_REVIEW.html,NCT04494425,ADDED_1_ROWS
TDXD_HER2LOW_BC_REVIEW.html,NCT03734029,ADDED_1_ROWS
TEPLIZUMAB_T1D_REVIEW.html,NCT01030861,ADDED_1_ROWS
TIRZEPATIDE_OBESITY_REVIEW.html,NCT04657016,ADDED_1_ROWS
TIRZEPATIDE_OBESITY_REVIEW.html,NCT04657003,ADDED_1_ROWS
TIRZEPATIDE_OBESITY_REVIEW.html,NCT04184622,ADDED_1_ROWS
TIRZEPATIDE_T2D_REVIEW.html,NCT03730662,ADDED_1_ROWS
TIRZEPATIDE_T2D_REVIEW.html,NCT03987919,ADDED_1_ROWS
TIRZEPATIDE_T2D_REVIEW.html,NCT04039503,ADDED_1_ROWS
TIRZEPATIDE_T2D_REVIEW.html,NCT03882970,ADDED_1_ROWS
TIRZEPATIDE_T2D_REVIEW.html,NCT03954834,ADDED_1_ROWS
TNK_VS_TPA_STROKE_REVIEW.html,NCT02814409,ADDED_1_ROWS
TNK_VS_TPA_STROKE_REVIEW.html,NCT03854500,ADDED_1_ROWS
TNK_VS_TPA_STROKE_REVIEW.html,NCT02388061,ADDED_1_ROWS
TNK_VS_TPA_STROKE_REVIEW.html,NCT04797013,ADDED_1_ROWS
TNK_VS_TPA_STROKE_REVIEW.html,NCT03889249,ADDED_1_ROWS
TNK_VS_TPA_STROKE_REVIEW.html,NCT01949948,ADDED_1_ROWS
TOFACITINIB_UC_REVIEW.html,NCT01458574,ADDED_1_ROWS
TOFACITINIB_UC_REVIEW.html,NCT01458951,ADDED_1_ROWS
TOFACITINIB_UC_REVIEW.html,NCT01465763,ADDED_1_ROWS
TYVAC_TYPHOID_REVIEW.html,NCT03299426,ADDED_1_ROWS
UC_BIOLOGICS_NMA_REVIEW.html,NCT03518086,ADDED_1_ROWS
UC_BIOLOGICS_NMA_REVIEW.html,NCT02435992,ADDED_2_ROWS
UC_BIOLOGICS_NMA_REVIEW.html,NCT02819635,ADDED_1_ROWS
UC_BIOLOGICS_NMA_REVIEW.html,NCT01465763,ADDED_1_ROWS
UC_BIOLOGICS_NMA_REVIEW.html,NCT02407236,ADDED_1_ROWS
UC_BIOLOGICS_NMA_REVIEW.html,NCT00783718,ADDED_1_ROWS
UC_BIOLOGICS_NMA_REVIEW.html,NCT00488774,ADDED_1_ROWS
UC_BIOLOGICS_NMA_REVIEW.html,NCT00408629,ADDED_1_ROWS
UC_BIOLOGICS_NMA_REVIEW.html,NCT00036439,ADDED_1_ROWS
UPADACITINIB_CD_REVIEW.html,NCT03345823,ADDED_1_ROWS
UPADACITINIB_CD_REVIEW.html,NCT03345836,ADDED_1_ROWS
UPADACITINIB_CD_REVIEW.html,NCT03345849,ADDED_1_ROWS
VENETOCLAX_AML_REVIEW.html,NCT03069352,ADDED_1_ROWS
VENETOCLAX_AML_REVIEW.html,NCT02993523,ADDED_1_ROWS
VENETOCLAX_CLL_REVIEW.html,NCT02950051,ADDED_1_ROWS
VENETOCLAX_CLL_REVIEW.html,NCT02005471,ADDED_1_ROWS
VENETOCLAX_CLL_REVIEW.html,NCT02242942,ADDED_1_ROWS
