file,nct,pmid,claimed_name,claimed_year,status,esummary_title,esummary_year,suggested_pmid,suggested_title,suggested_query,status_v2
CGRP_MIGRAINE_REVIEW.html,NCT02614183,29813147,EVOLVE-1,,OK,Evaluation of Galcanezumab for the Prevention of Episodic Migraine: The EVOLVE-1 Randomized Clinical Trial.,2018 Sep 1,,,,OK_ACRONYM
CGRP_MIGRAINE_REVIEW.html,NCT02629861,29800211,HALO-EM,,WRONG_PMID,Effect of Fremanezumab Compared With Placebo for Prevention of Episodic Migraine: A Randomized Clinical Trial.,2018 May 15,39221611,"Effects of fremanezumab on migraine-associated symptoms and medication use in Japanese and Korean patients with episodic migraine: Exploratory endpoint analysis of a multicenter, randomized, double-blind, placebo-controlled trial.",NCT02629861[si],OK_KEYWORDS
CHOLERA_OCV_REVIEW.html,NCT02027207,29456042,Single-Dose Shanchol Bangladesh,,WRONG_PMID,Evidence to improve the treatment of infections caused by carbapenem-resistant Gram-negative bacteria.,2018 Apr,31879124,Augmented immune responses to a booster dose of oral cholera vaccine in Bangladeshi children less than 5 years of age: Revaccination after an interval of over three years of primary vaccination with a single dose of vaccine.,NCT02027207[si],WRONG_PMID
COLCHICINE_CVD_REVIEW.html,NCT02551094,31733140,COLCOT,,WRONG_PMID,Efficacy and Safety of Low-Dose Colchicine after Myocardial Infarction.,2019 Dec 26,32860034,Time-to-treatment initiation of colchicine and cardiovascular outcomes after myocardial infarction in the Colchicine Cardiovascular Outcomes Trial (COLCOT).,NCT02551094[si],WRONG_PMID
COLCHICINE_CVD_REVIEW.html,NCT03048825,39555823,CLEAR SYNERGY,,WRONG_PMID,Colchicine in Acute Myocardial Infarction.,2025 Feb 13,,,,WRONG_PMID
COLCHICINE_CVD_REVIEW.html,NCT02898610,38857611,CONVINCE,,OK,Long-term colchicine for the prevention of vascular recurrent events in non-cardioembolic stroke (CONVINCE): a randomised controlled trial.,2024 Jul 13,,,,OK_ACRONYM
COPD_TRIPLE_REVIEW.html,NCT02164513,31281061,IMPACT,,OK,Blood eosinophils and treatment response with triple and dual combination therapy in chronic obstructive pulmonary disease: analysis of the IMPACT trial.,2019 Sep,,,,OK_ACRONYM
COPD_TRIPLE_REVIEW.html,NCT02465567,32579807,ETHOS,,WRONG_PMID,Triple Inhaled Therapy at Two Glucocorticoid Doses in Moderate-to-Very-Severe COPD.,2020 Jul 2,39691156,Triple Therapy with Budesonide/Glycopyrronium/Formoterol Fumarate Dihydrate versus Dual Therapies for Patients with COPD and Phenotypic Features of Asthma: A Pooled Post Hoc Analysis of KRONOS and ETHOS.,NCT02465567[si],OK_KEYWORDS
COPD_TRIPLE_REVIEW.html,NCT02497001,30232048,KRONOS,,OK,"Triple therapy with budesonide/glycopyrrolate/formoterol fumarate with co-suspension delivery technology versus dual therapies in chronic obstructive pulmonary disease (KRONOS): a double-blind, parallel-group, multicentre, phase 3 randomised controlled trial.",2018 Oct,,,,OK_ACRONYM
COVID_ORAL_ANTIVIRALS_REVIEW.html,NCT04960202,35172054,EPIC-HR,,WRONG_PMID,"Oral Nirmatrelvir for High-Risk, Nonhospitalized Adults with Covid-19.",2022 Apr 14,40809391,"Patient-Reported Outcomes of Nirmatrelvir Treatment for High-Risk, Nonhospitalized Adults With Symptomatic COVID-19.",NCT04960202[si],OK_KEYWORDS
COVID_ORAL_ANTIVIRALS_REVIEW.html,NCT04575597,34914868,MOVe-OUT,,WRONG_PMID,Molnupiravir for Oral Treatment of Covid-19 in Nonhospitalized Patients.,2022 Feb 10,41125063,,NCT04575597[si],OK_KEYWORDS
CRYPTOCOCCAL_MENINGITIS_AFRICA_REVIEW.html,LEGACY-ISRCTN-45035509-ACTA,29539276,ACTA (Molloy 2018),,WRONG_PMID,Lithium-Induced Nephropathy.,2018 Mar 15,42067441,"Corrigendum to ""Thermotolerance induced at a mild temperature of 40 °C alleviates heat shock-induced ER stress and apoptosis in HeLa cells"" [Biochim. Biophys. Acta - Mol. Cell Res. 1853 (2015) 52-62/PMID: 25260982].",ACTA[ti],WRONG_PMID
CRYPTOCOCCAL_MENINGITIS_AFRICA_REVIEW.html,LEGACY-ISRCTN-72509687-AMBITION-CM,35320648,AMBITION-cm (Jarvis 2022),,WRONG_PMID,"Toward Simpler, Safer Treatment of Cryptococcal Meningitis.",2022 Mar 24,42067674,European funder must increase capacity to meet the ambition of scientists.,AMBITION-[ti],OK_KEYWORDS
CRYPTOCOCCAL_MENINGITIS_AFRICA_REVIEW.html,NCT01075152,24941068,COAT (ART timing in CM),,WRONG_PMID,Computational model of erratic arrhythmias in a cardiac cell network: the role of gap junctions.,2014,39972326,"Experiences, challenges, gaps, and strategies for counselling persons presenting with advanced HIV-associated meningitis in Uganda.",NCT01075152[si],WRONG_PMID
DELANDISTROGENE_DMD_REVIEW.html,NCT05096221,39320319,EMBARK,,WRONG_PMID,Differences Between French and English in the Use of Suprasegmental Cues for the Short-Term Recall of Word Lists.,2024 Oct 8,41518520,,NCT05096221[si],WRONG_PMID
DIABETIC_MACULAR_EDEMA_REVIEW.html,NCT01627249,25692915,Protocol T DRCR (Wells 2015),,WRONG_PMID,"Aflibercept, bevacizumab, or ranibizumab for diabetic macular edema.",2015 Mar 26,36774994,Baseline Diabetic Retinopathy Severity and Time to Diabetic Macular Edema Resolution with Ranibizumab Treatment: A Meta-Analysis.,NCT01627249[si],OK_KEYWORDS
DIABETIC_MACULAR_EDEMA_REVIEW.html,NCT03622580,35085503,YOSEMITE (Wykoff 2022),,OK,"Efficacy, durability, and safety of intravitreal faricimab with extended dosing up to every 16 weeks in patients with diabetic macular oedema (YOSEMITE and RHINE): two randomised, double-masked, phase 3 trials.",2022 Feb 19,,,,OK_ACRONYM
DIABETIC_MACULAR_EDEMA_REVIEW.html,NCT03622593,35085503,RHINE (Wykoff 2022),,OK,"Efficacy, durability, and safety of intravitreal faricimab with extended dosing up to every 16 weeks in patients with diabetic macular oedema (YOSEMITE and RHINE): two randomised, double-masked, phase 3 trials.",2022 Feb 19,,,,OK_ACRONYM
DIABETIC_RETINOPATHY_REVIEW.html,NCT01489189,26565927,Protocol S DRCR (Gross 2015),,WRONG_PMID,Panretinal Photocoagulation vs Intravitreous Ranibizumab for Proliferative Diabetic Retinopathy: A Randomized Clinical Trial.,2015 Nov 24,36774994,Baseline Diabetic Retinopathy Severity and Time to Diabetic Macular Edema Resolution with Ranibizumab Treatment: A Meta-Analysis.,NCT01489189[si],OK_KEYWORDS
DIABETIC_RETINOPATHY_REVIEW.html,NCT02718326,33890860,PANORAMA (Brown 2021),,WRONG_PMID,Development and Implementation of a Multidisciplinary Electronic Discharge Readiness Tool: User-Centered Design Approach.,2021 Apr 23,34351414,Evaluation of Intravitreal Aflibercept for the Treatment of Severe Nonproliferative Diabetic Retinopathy: Results From the PANORAMA Randomized Clinical Trial.,NCT02718326[si],WRONG_PMID
DIABETIC_RETINOPATHY_REVIEW.html,NCT02634333,34727134,Protocol W DRCR (Maturi 2021),,WRONG_PMID,Remote delivery of alcohol and/or substance misuse interventions for adults: A systematic review protocol.,2021,36749332,Four-Year Visual Outcomes in the Protocol W Randomized Trial of Intravitreous Aflibercept for Prevention of Vision-Threatening Complications of Diabetic Retinopathy.,NCT02634333[si],OK_DRUG
DOAC_AF_NMA_REVIEW.html,NCT00262600,19717844,RE-LY,,WRONG_PMID,Dabigatran versus warfarin in patients with atrial fibrillation.,2009 Sep 17,36990261,Individual net clinical outcome with oral anticoagulation in atrial fibrillation using the ABC-AF risk scores.,NCT00262600[si],OK_KEYWORDS
DOAC_AF_NMA_REVIEW.html,NCT00403767,21830957,ROCKET-AF,,WRONG_PMID,Rivaroxaban versus warfarin in nonvalvular atrial fibrillation.,2011 Sep 8,40163217,Benefit-Risk Assessment of Rivaroxaban in Older Patients With Nonvalvular Atrial Fibrillation or Venous Thromboembolism.,NCT00403767[si],OK_KEYWORDS
DOAC_AF_NMA_REVIEW.html,NCT00412984,21870978,ARISTOTLE,,WRONG_PMID,Apixaban versus warfarin in patients with atrial fibrillation.,2011 Sep 15,37506747,Heart rate and death and hospitalization for heart failure in patients with persistent or permanent atrial fibrillation: Insights from the ARISTOTLE trial.,NCT00412984[si],OK_KEYWORDS
DOAC_AF_NMA_REVIEW.html,NCT00781391,24251359,ENGAGE-AF-TIMI-48,,WRONG_PMID,Edoxaban versus warfarin in patients with atrial fibrillation.,2013 Nov 28,39791401,Epistaxis Versus Nonepistaxis Bleeding in Anticoagulated Patients With Atrial Fibrillation: Results From the ENGAGE AF-TIMI 48 Trial.,NCT00781391[si],OK_KEYWORDS
DOAC_AF_REVIEW.html,NCT00262600,19717844,RE-LY,,WRONG_PMID,Dabigatran versus warfarin in patients with atrial fibrillation.,2009 Sep 17,36990261,Individual net clinical outcome with oral anticoagulation in atrial fibrillation using the ABC-AF risk scores.,NCT00262600[si],OK_KEYWORDS
DOAC_AF_REVIEW.html,NCT00403767,21830957,ROCKET-AF,,WRONG_PMID,Rivaroxaban versus warfarin in nonvalvular atrial fibrillation.,2011 Sep 8,40163217,,NCT00403767[si],OK_KEYWORDS
DOAC_AF_REVIEW.html,NCT00412984,21870978,ARISTOTLE,,WRONG_PMID,Apixaban versus warfarin in patients with atrial fibrillation.,2011 Sep 15,37506747,Heart rate and death and hospitalization for heart failure in patients with persistent or permanent atrial fibrillation: Insights from the ARISTOTLE trial.,NCT00412984[si],OK_KEYWORDS
DOAC_AF_REVIEW.html,NCT00781391,24251359,ENGAGE AF-TIMI 48,,WRONG_PMID,Edoxaban versus warfarin in patients with atrial fibrillation.,2013 Nov 28,39791401,Epistaxis Versus Nonepistaxis Bleeding in Anticoagulated Patients With Atrial Fibrillation: Results From the ENGAGE AF-TIMI 48 Trial.,NCT00781391[si],OK_KEYWORDS
DOAC_VTE_NMA_REVIEW.html,NCT00291330,19966341,RE-COVER,,WRONG_PMID,Dabigatran versus warfarin in the treatment of acute venous thromboembolism.,2009 Dec 10,27807306,"Efficacy of dabigatran versus warfarin in patients with acute venous thromboembolism in the presence of thrombophilia: Findings from RE-COVER®, RE-COVER™ II, and RE-MEDY™.",NCT00291330[si],WRONG_PMID
DOAC_VTE_NMA_REVIEW.html,NCT00440193,21128814,EINSTEIN-DVT,,WRONG_PMID,Oral rivaroxaban for symptomatic venous thromboembolism.,2010 Dec 23,40163217,Benefit-Risk Assessment of Rivaroxaban in Older Patients With Nonvalvular Atrial Fibrillation or Venous Thromboembolism.,NCT00440193[si],OK_KEYWORDS
DOAC_VTE_NMA_REVIEW.html,NCT00643201,23808982,AMPLIFY,,WRONG_PMID,Oral apixaban for the treatment of acute venous thromboembolism.,2013 Aug 29,35570249,"Apixaban Use in Obese Patients: A Review of the Pharmacokinetic, Interventional, and Observational Study Data.",NCT00643201[si],OK_KEYWORDS
DOAC_VTE_NMA_REVIEW.html,NCT00986154,23991658,HOKUSAI-VTE,,WRONG_PMID,Edoxaban versus warfarin for the treatment of symptomatic venous thromboembolism.,2013 Oct 10,41195787,Burden of Atherosclerosis and Outcomes of Acute Pulmonary Embolism: A Post Hoc Analysis of the Hokusai-VTE Trial.,NCT00986154[si],WRONG_PMID
DOLUTEGRAVIR_ART_SSA_REVIEW.html,NCT03122262,31339677,ADVANCE,,WRONG_PMID,Dolutegravir plus Two Different Prodrugs of Tenofovir to Treat HIV.,2019 Aug 29,38978403,Blood pressure increases are associated with weight gain and not antiretroviral regimen or kidney function: a secondary analysis from the ADVANCE trial in South Africa.,NCT03122262[si],OK_KEYWORDS
DOLUTEGRAVIR_ART_SSA_REVIEW.html,NCT02777229,31339674,NAMSAL,,WRONG_PMID,Health Care Autonomy of Women Living with HIV.,2019 Aug 29,38156046,Durability of the Efficacy and Safety of Dolutegravir-Based and Low-Dose Efavirenz-Based Regimens for the Initial Treatment of Human Immunodeficiency Virus Type 1 Infection in Cameroon: Week 192 Data of the NAMSAL-ANRS-12313 Study.,NCT02777229[si],WRONG_PMID
DOLUTEGRAVIR_ART_SSA_REVIEW.html,NCT03048422,33812489,IMPAACT 2010,,WRONG_PMID,Psoriasis.,2021 Apr 3,39250651,Markers of Maternal Bone and Renal Toxicity Through 50 Weeks Postpartum: IMPAACT 2010 (VESTED) Trial.,NCT03048422[si],WRONG_PMID
DONANEMAB_AD_SOLO_REVIEW.html,NCT04437511,37459141,TRAILBLAZER-ALZ 2,,OK,Donanemab in Early Symptomatic Alzheimer Disease: The TRAILBLAZER-ALZ 2 Randomized Clinical Trial.,2023 Aug 8,,,,OK_ACRONYM
DORAVIRINE_HIV_REVIEW.html,NCT02403674,30184165,DRIVE-AHEAD,,OK,Doravirine/Lamivudine/Tenofovir Disoproxil Fumarate is Non-inferior to Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate in Treatment-naive Adults With Human Immunodeficiency Virus-1 Infection: Week 48 Results of the DRIVE-AHEAD Trial.,2019 Feb 1,,,,OK_ACRONYM
DORAVIRINE_HIV_REVIEW.html,NCT02275780,29592840,DRIVE-FORWARD,,OK,"Doravirine versus ritonavir-boosted darunavir in antiretroviral-naive adults with HIV-1 (DRIVE-FORWARD): 48-week results of a randomised, double-blind, phase 3, non-inferiority trial.",2018 May,,,,OK_ACRONYM
DORAVIRINE_HIV_REVIEW.html,NCT02397096,30985556,DRIVE-SHIFT,,OK,Switching to Doravirine/Lamivudine/Tenofovir Disoproxil Fumarate (DOR/3TC/TDF) Maintains HIV-1 Virologic Suppression Through 48 Weeks: Results of the DRIVE-SHIFT Trial.,2019 Aug 1,,,,OK_ACRONYM
DUPILUMAB_AD_REVIEW.html,NCT02277743,27690741,SOLO-1,,WRONG_PMID,Two Phase 3 Trials of Dupilumab versus Placebo in Atopic Dermatitis.,2016 Dec 15,40993471,"The Safety Data of Dupilumab for the Treatment of Moderate‑to‑Severe Atopic Dermatitis in Infants, Children, Adolescents, and Adults.",NCT02277743[si],WRONG_PMID
DUPILUMAB_AD_REVIEW.html,NCT02277769,27690741,SOLO-2,,WRONG_PMID,Two Phase 3 Trials of Dupilumab versus Placebo in Atopic Dermatitis.,2016 Dec 15,40993471,"The Safety Data of Dupilumab for the Treatment of Moderate‑to‑Severe Atopic Dermatitis in Infants, Children, Adolescents, and Adults.",NCT02277769[si],WRONG_PMID
DUPILUMAB_AD_REVIEW.html,NCT02260986,28478972,CHRONOS,,OK,"Long-term management of moderate-to-severe atopic dermatitis with dupilumab and concomitant topical corticosteroids (LIBERTY AD CHRONOS): a 1-year, randomised, double-blinded, placebo-controlled, phase 3 trial.",2017 Jun 10,,,,OK_ACRONYM
DUPILUMAB_COPD_REVIEW.html,NCT03930732,37272521,BOREAS,,WRONG_PMID,Dupilumab for COPD with Type 2 Inflammation Indicated by Eosinophil Counts.,2023 Jul 20,41794122,Win Ratio Analysis to Clarify Clinical Benefits: A Post Hoc Analysis of Phase 3 BOREAS and NOTUS.,NCT03930732[si],OK_KEYWORDS
DUPILUMAB_COPD_REVIEW.html,NCT04456673,38767614,NOTUS,,WRONG_PMID,Dupilumab for COPD with Blood Eosinophil Evidence of Type 2 Inflammation.,2024 Jun 27,41794122,Win Ratio Analysis to Clarify Clinical Benefits: A Post Hoc Analysis of Phase 3 BOREAS and NOTUS.,NCT04456673[si],OK_KEYWORDS
EBOLA_VACCINE_REVIEW.html,NCT02378753,29929129,STRIVE Sierra Leone (rVSV\u0394G-ZEBOV),,WRONG_PMID,Root iron plaque alleviates cadmium toxicity to rice (Oryza sativa) seedlings.,2018 Oct,36208978,"Immunogenicity of rVSVΔG-ZEBOV-GP Ebola vaccine (ERVEBO®) in African clinical trial participants by age, sex, and baseline GP-ELISA titer: A post hoc analysis of three Phase 2/3 trials.",NCT02378753[si],WRONG_PMID
EBOLA_VACCINE_REVIEW.html,LEGACY-PACTR-EBOLA-CI-RING,28017403,Ebola ça Suffit Guinea Ring (Henao-Restrepo 2017),,OK,"Efficacy and effectiveness of an rVSV-vectored vaccine in preventing Ebola virus disease: final results from the Guinea ring vaccination, open-label, cluster-randomised trial (Ebola Ça Suffit!).",2017 Feb 4,,,,OK_KEYWORDS
EFGARTIGIMOD_MG_REVIEW.html,NCT03669588,34146511,ADAPT,,OK,"Safety, efficacy, and tolerability of efgartigimod in patients with generalised myasthenia gravis (ADAPT): a multicentre, randomised, placebo-controlled, phase 3 trial.",2021 Jul,,,,OK_ACRONYM
ELACESTRANT_BC_REVIEW.html,NCT03778931,35584336,EMERALD,,OK,"Elacestrant (oral selective estrogen receptor degrader) Versus Standard Endocrine Therapy for Estrogen Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative Advanced Breast Cancer: Results From the Randomized Phase III EMERALD Trial.",2022 Oct 1,,,,OK_ACRONYM
ENSIFENTRINE_COPD_REVIEW.html,NCT04535986,37938943,ENHANCE-1,,WRONG_PMID,A Wearable Device Towards Automatic Detection and Treatment of Opioid Overdose.,2024 Apr,39854278,Ensifentrine in COPD patients taking long-acting bronchodilators: A pooled post-hoc analysis of the ENHANCE-1/2 studies.,NCT04535986[si],WRONG_PMID
ENSIFENTRINE_COPD_REVIEW.html,NCT04542057,37938943,ENHANCE-2,,WRONG_PMID,A Wearable Device Towards Automatic Detection and Treatment of Opioid Overdose.,2024 Apr,39854278,Ensifentrine in COPD patients taking long-acting bronchodilators: A pooled post-hoc analysis of the ENHANCE-1/2 studies.,NCT04542057[si],WRONG_PMID
ESKETAMINE_TRD_REVIEW.html,NCT02418585,30447328,TRANSFORM-2,,WRONG_PMID,A new generation of antidepressants: an update on the pharmaceutical pipeline for novel and rapid-acting therapeutics in mood disorders based on glutamate/GABA neurotransmitter systems.,2019 Feb,41245530,,NCT02418585[si],WRONG_PMID
ESKETAMINE_TRD_REVIEW.html,NCT02422186,30447328,TRANSFORM-3,,WRONG_PMID,A new generation of antidepressants: an update on the pharmaceutical pipeline for novel and rapid-acting therapeutics in mood disorders based on glutamate/GABA neurotransmitter systems.,2019 Feb,34235612,"Effect of Esketamine Nasal Spray on Olfactory Function and Nasal Tolerability in Patients with Treatment-Resistant Depression: Results from Four Multicenter, Randomized, Double-Blind, Placebo-Controlled, Phase III Studies.",NCT02422186[si],WRONG_PMID
ETRASIMOD_UC_REVIEW.html,NCT03945188,36871574,ELEVATE UC 52,,OK,"Etrasimod as induction and maintenance therapy for ulcerative colitis (ELEVATE): two randomised, double-blind, placebo-controlled, phase 3 studies.",2023 Apr 8,,,,OK_ACRONYM
ETRASIMOD_UC_REVIEW.html,NCT03996369,36871574,ELEVATE UC 12,,OK,"Etrasimod as induction and maintenance therapy for ulcerative colitis (ELEVATE): two randomised, double-blind, placebo-controlled, phase 3 studies.",2023 Apr 8,,,,OK_ACRONYM
EVT_BASILAR_REVIEW.html,NCT04751708,36239644,ATTENTION,,WRONG_PMID,Trial of Endovascular Treatment of Acute Basilar-Artery Occlusion.,2022 Oct 13,41469196,Remedial angioplasty or stenting in acute basilar artery occlusion: post hoc analysis of ATTENTION trial.,NCT04751708[si],WRONG_PMID
EVT_BASILAR_REVIEW.html,NCT02737189,36239645,BAOCHE,,WRONG_PMID,Trial of Thrombectomy 6 to 24 Hours after Stroke Due to Basilar-Artery Occlusion.,2022 Oct 13,,,,OK_KEYWORDS
EVT_BASILAR_REVIEW.html,NCT01717755,34010530,BASICS,,WRONG_PMID,Endovascular Therapy for Stroke Due to Basilar-Artery Occlusion.,2021 May 20,34125952,Endovascular thrombectomy and intra-arterial interventions for acute ischaemic stroke.,NCT01717755[si],WRONG_PMID
EVT_EXTENDED_WINDOW_REVIEW.html,NCT02142283,29129157,DAWN,,WRONG_PMID,Thrombectomy 6 to 24 Hours after Stroke with a Mismatch between Deficit and Infarct.,2018 Jan 4,42071138,Microarrays and the Dawn of Omics Data Analysis.,DAWN[ti],WRONG_PMID
EVT_EXTENDED_WINDOW_REVIEW.html,NCT02586415,29364767,DEFUSE 3,,WRONG_PMID,Thrombectomy for Stroke at 6 to 16 Hours with Selection by Perfusion Imaging.,2018 Feb 22,36472536,Predicting Hypoperfusion Lesion and Target Mismatch in Stroke from Diffusion-weighted MRI Using Deep Learning.,NCT02586415[si],WRONG_PMID
EVT_EXTENDED_WINDOW_REVIEW.html,NCT03098355,37003289,MR CLEAN-LATE,,OK,"Endovascular treatment versus no endovascular treatment after 6-24 h in patients with ischaemic stroke and collateral flow on CT angiography (MR CLEAN-LATE) in the Netherlands: a multicentre, open-label, blinded-endpoint, randomised, controlled, phase 3 trial.",2023 Apr 22,,,,OK_ACRONYM
EVT_LARGECORE_REVIEW.html,NCT03702413,35138767,RESCUE-Japan LIMIT,,WRONG_PMID,Endovascular Therapy for Acute Stroke with a Large Ischemic Region.,2022 Apr 7,39575760,Detrimental Effect of Acute Hyperglycemia on the Outcomes of Large Ischemic Region Stroke.,NCT03702413[si],WRONG_PMID
EVT_LARGECORE_REVIEW.html,NCT04551664,36762852,ANGEL-ASPECT,,WRONG_PMID,Trial of Endovascular Therapy for Acute Ischemic Stroke with Large Infarct.,2023 Apr 6,41956819,Endovascular treatment for extracranial internal carotid artery occlusions with large infarcts: ANGEL-ASPECT subanalysis.,NCT04551664[si],WRONG_PMID
EVT_LARGECORE_REVIEW.html,NCT03876457,36762865,SELECT2,,WRONG_PMID,Trial of Endovascular Thrombectomy for Large Ischemic Strokes.,2023 Apr 6,41906875,Cerebral Edema in Patients With Large Ischemic Core After Thrombectomy: A Secondary Analysis of SELECT2 Randomized Trial.,NCT03876457[si],WRONG_PMID
EVT_LARGECORE_REVIEW.html,NCT03094715,37837989,TENSION,,WRONG_PMID,"Endovascular thrombectomy for acute ischaemic stroke with established large infarct: multicentre, open-label, randomised trial.",2023 Nov 11,41186468,Net Water Uptake at CT Predicts the Treatment Effect of Thrombectomy for Low ASPECTS Stroke.,NCT03094715[si],WRONG_PMID
EVT_LARGECORE_REVIEW.html,NCT03805308,39374319,TESLA,,OK,Thrombectomy for Stroke With Large Infarct on Noncontrast CT: The TESLA Randomized Clinical Trial.,2024 Sep 23,,,,OK_ACRONYM
FARICIMAB_NAMD_REVIEW.html,NCT03823287,35085502,TENAYA,,OK,"Efficacy, durability, and safety of intravitreal faricimab up to every 16 weeks for neovascular age-related macular degeneration (TENAYA and LUCERNE): two randomised, double-masked, phase 3, non-inferiority trials.",2022 Feb 19,,,,OK_ACRONYM
FARICIMAB_NAMD_REVIEW.html,NCT03823300,35085502,LUCERNE,,OK,"Efficacy, durability, and safety of intravitreal faricimab up to every 16 weeks for neovascular age-related macular degeneration (TENAYA and LUCERNE): two randomised, double-masked, phase 3, non-inferiority trials.",2022 Feb 19,,,,OK_ACRONYM
FENFLURAMINE_SEIZURE_REVIEW.html,NCT02682927,31862249,Study 1 (Dravet),,WRONG_PMID,"Fenfluramine hydrochloride for the treatment of seizures in Dravet syndrome: a randomised, double-blind, placebo-controlled trial.",2019 Dec 21,34768178,Impact of fenfluramine on the expected SUDEP mortality rates in patients with Dravet syndrome.,NCT02682927[si],OK_KEYWORDS
FENFLURAMINE_SEIZURE_REVIEW.html,NCT02926898,31862249,Study 2 (Dravet+stiripentol),,WRONG_PMID,"Fenfluramine hydrochloride for the treatment of seizures in Dravet syndrome: a randomised, double-blind, placebo-controlled trial.",2019 Dec 21,34768178,Impact of fenfluramine on the expected SUDEP mortality rates in patients with Dravet syndrome.,NCT02926898[si],OK_KEYWORDS
FENFLURAMINE_SEIZURE_REVIEW.html,NCT03355209,35499850,LGS Study 1,,WRONG_PMID,Efficacy and Safety of Fenfluramine for the Treatment of Seizures Associated With Lennox-Gastaut Syndrome: A Randomized Clinical Trial.,2022 Jun 1,,,,OK_KEYWORDS
FEZOLINETANT_VMS_REVIEW.html,NCT04003155,36924778,SKYLIGHT-1,,OK,Fezolinetant for treatment of moderate-to-severe vasomotor symptoms associated with menopause (SKYLIGHT 1): a phase 3 randomised controlled study.,2023 Apr 1,,,,OK_ACRONYM
FEZOLINETANT_VMS_REVIEW.html,NCT04003142,36734148,SKYLIGHT-2,,WRONG_PMID,Efficacy and Safety of Fezolinetant in Moderate to Severe Vasomotor Symptoms Associated With Menopause: A Phase 3 RCT.,2023 Jul 14,,,,WRONG_PMID
FINERENONE_REVIEW.html,NCT02540993,33264825,FIDELIO-DKD,,WRONG_PMID,Effect of Finerenone on Chronic Kidney Disease Outcomes in Type 2 Diabetes.,2020 Dec 3,41827014,An integrative framework for drug target discovery bridging clinical trial and genetic data insights.,NCT02540993[si],WRONG_PMID
FINERENONE_REVIEW.html,NCT02545049,34775784,FIGARO-DKD,,OK,Finerenone Reduces Risk of Incident Heart Failure in Patients With Chronic Kidney Disease and Type 2 Diabetes: Analyses From the FIGARO-DKD Trial.,2022 Feb 8,,,,OK_ACRONYM
FINERENONE_REVIEW.html,NCT04435626,39225278,FINEARTS-HF,,WRONG_PMID,Finerenone in Heart Failure with Mildly Reduced or Preserved Ejection Fraction.,2024 Oct 24,41995644,"Interchangeability of the KCCQ-12 and KCCQ-23 Across >18,000 Participants Enrolled in 4 Large-Scale Trials of Heart Failure.",NCT04435626[si],WRONG_PMID
FINERENONE_REVIEW.html,NCT01874431,27230798,ARTS-DN,,WRONG_PMID,The next generation of therapeutics for chronic kidney disease.,2016 Aug,40938666,Effect of Finerenone on Morbidity and Mortality in CKD.,NCT01874431[si],WRONG_PMID
FRAGILITY_FRACTURE_REVIEW.html,NCT01631214,28892457,ARCH,,WRONG_PMID,Romosozumab or Alendronate for Fracture Prevention in Women with Osteoporosis.,2017 Oct 12,39854280,Romosozumab Improves Tissue Thickness-Adjusted Trabecular Bone Score in Women With Osteoporosis and Diabetes.,NCT01631214[si],OK_KEYWORDS
FRAGILITY_FRACTURE_REVIEW.html,NCT01575834,27641143,FRAME,,WRONG_PMID,Romosozumab Treatment in Postmenopausal Women with Osteoporosis.,2016 Oct 20,38573517,,NCT01575834[si],OK_KEYWORDS
FRAGILITY_FRACTURE_REVIEW.html,NCT00321620,29028063,ACTIVE,,WRONG_PMID,"Particle formation and growth from oxalic acid, methanesulfonic acid, trimethylamine and water: a combined experimental and theoretical study.",2017 Oct 25,33270906,Bisphosphonates or RANK-ligand-inhibitors for men with prostate cancer and bone metastases: a network meta-analysis.,NCT00321620[si],WRONG_PMID
FRAGILITY_FRACTURE_REVIEW.html,NCT00089791,19671655,FREEDOM,,WRONG_PMID,Denosumab for prevention of fractures in postmenopausal women with osteoporosis.,2009 Aug 20,34231877,"Pharmacological interventions versus placebo, no treatment or usual care for osteoporosis in people with chronic kidney disease stages 3-5D.",NCT00089791[si],OK_KEYWORDS
FRAGILITY_FRACTURE_REVIEW.html,LEGACY-VERT-1999,11346808,VERT,,WRONG_PMID,Effect of parathyroid hormone (1-34) on fractures and bone mineral density in postmenopausal women with osteoporosis.,2001 May 10,39590290,Validation of Impact Forces Estimated by Wearable Device VERT in Volleyball.,VERT[ti],OK_KEYWORDS
GLP1_CVOT_NMA_REVIEW.html,NCT01179048,27295427,LEADER,,WRONG_PMID,Liraglutide and Cardiovascular Outcomes in Type 2 Diabetes.,2016 Jul 28,39963952,Glucagon-like peptide 1 (GLP-1) receptor agonists for people with chronic kidney disease and diabetes.,NCT01179048[si],OK_KEYWORDS
GLP1_CVOT_NMA_REVIEW.html,NCT01720446,27633186,SUSTAIN-6,,WRONG_PMID,Semaglutide and Cardiovascular Outcomes in Patients with Type 2 Diabetes.,2016 Nov 10,39963952,Glucagon-like peptide 1 (GLP-1) receptor agonists for people with chronic kidney disease and diabetes.,NCT01720446[si],OK_KEYWORDS
GLP1_CVOT_NMA_REVIEW.html,NCT01394952,31189511,REWIND,,OK,"Dulaglutide and cardiovascular outcomes in type 2 diabetes (REWIND): a double-blind, randomised placebo-controlled trial.",2019 Jul 13,,,,OK_ACRONYM
