file,nct,pmid,claimed_name,claimed_year,status,esummary_title,esummary_year,suggested_pmid,suggested_title,suggested_query,status_v3
MIGRAINE_ACUTE_REVIEW.html,NCT02867709,31466997,SAMURAI,,WRONG_PMID,Stress urinary incontinence: study finds fourfold variation in use of surgery across England.,2019 Aug 29,39982105,Efficacy of ubrogepant and atogepant in males and females with migraine: A secondary analysis of randomized clinical trials.,NCT02867709[si],WRONG_PMID
MIGRAINE_ACUTE_REVIEW.html,NCT03872453,30699266,Rimegepant Study 303,,WRONG_PMID,[Elimination of cervical cancer in Latin America].,2018 Nov-Dic,,,,WRONG_PMID
MITAPIVAT_THALASSEMIA_REVIEW.html,NCT04770753,39349100,ENERGIZE,,WRONG_PMID,Dysmenorrhea-Related Impact on Functioning Scale: Development and Measurement Properties for Cisgender Women and Transgender Men.,2025 Jan,40544857,"Mitapivat in adults with non-transfusion-dependent α-thalassaemia or β-thalassaemia (ENERGIZE): a phase 3, international, randomised, double-blind, placebo-controlled trial.",NCT04770753[si],WRONG_PMID
MM_1L_REVIEW.html,NCT02252172,30790663,MAIA,,WRONG_PMID,Molecular cloning and expression analysis of MyD88 and TRAF6 in Qihe crucian carp Carassius auratus.,2019 Apr,39952901,"Sustained Improvement in Health-Related Quality of Life in Transplant-Ineligible Newly Diagnosed Multiple Myeloma Treated With Daratumumab, Lenalidomide, and Dexamethasone: MAIA Final Analysis of Patient-Reported Outcomes.",NCT02252172[si],WRONG_PMID
MM_1L_REVIEW.html,NCT03319667,38842558,IMROZ,,WRONG_PMID,Comparison of Ductal Stent Versus Surgical Shunt as Initial Intervention for Neonates with Pulmonary Atresia with Intact Ventricular Septum.,2024 Jun 6,41758929,"Isatuximab, bortezomib, lenalidomide, dexamethasone for multiple myeloma: dynamics of MRD-negativity in the IMROZ study.",NCT03319667[si],WRONG_PMID
PATISIRAN_POLYNEUROPATHY_REVIEW.html,NCT03759379,33983835,HELIOS-A,,WRONG_PMID,Pathophysiology and Therapeutic Approaches to Cardiac Amyloidosis.,2021 May 14,38512694,Impact of Baseline Neuropathy Severity on Vutrisiran Treatment Response in the Phase 3 HELIOS-A Study.,NCT03759379[si],WRONG_PMID
PEDIATRIC_HIV_ART_REVIEW.html,LEGACY-ISRCTN-69078957-CHAPAS-3,26718098,CHAPAS-3 (NRTI backbone in paeds),,WRONG_PMID,Peripheral lymphocyte subsets in chronic hepatitis C: Effects of 12 weeks of antiviral treatment with interferon-alpha plus ribavirin.,2016 Feb,39627164,Determining Targets for Antiretroviral Drug Concentrations: A Causal Framework Illustrated With Pediatric Efavirenz Data From the CHAPAS-3 Trial.,CHAPAS-3[ti],WRONG_PMID
PEDIATRIC_HIV_ART_REVIEW.html,LEGACY-ISRCTN-24791884-ARROW,23541054,ARROW (clinical vs lab monitoring),,WRONG_PMID,Health law and policy in the European Union.,2013 Mar 30,41934748,Solid phase micro extraction arrow optimization for the screening of volatiles compounds in recycled plastics in GC/MS.,ARROW[ti],WRONG_PMID
POLYCYTHEMIA_VERA_REVIEW.html,NCT01949805,31816374,PROUD-PV (Gisslinger 2020),,WRONG_PMID,Fabrication of chitosan/agarose scaffolds containing extracellular matrix for tissue engineering applications.,2020 Jan 15,30287855,Ropeginterferon alpha-2b targets JAK2V617F-positive polycythemia vera cells in vitro and in vivo.,NCT01949805[si],WRONG_PMID
POSTPARTUM_HEMORRHAGE_REVIEW.html,NCT04341662,37224076,E-MOTIVE (PPH bundle),,WRONG_PMID,Establishing the Australian National Endometriosis Clinical and Scientific Trials (NECST) Registry: A protocol paper.,2023 May 1,38844798,A cost-effectiveness analysis of early detection and bundled treatment of postpartum hemorrhage alongside the E-MOTIVE trial.,NCT04341662[si],WRONG_PMID
PPH_BUNDLE_REVIEW.html,NCT04341662,37158612,E-MOTIVE,,WRONG_PMID,Clear aligner therapy in children: case reports of phase I treatment.,2023 Feb,38844798,A cost-effectiveness analysis of early detection and bundled treatment of postpartum hemorrhage alongside the E-MOTIVE trial.,NCT04341662[si],WRONG_PMID
PRIMAQUINE_GAMETOCYTE_DR_REVIEW.html,NCT01365598,24631232,Eziefula 2014 Uganda,,WRONG_PMID,Effect of flowable composite liner and glass ionomer liner on class II gingival marginal adaptation of direct composite restorations with different bonding strategies.,2014 May,27197604,Persistence of Plasmodium falciparum parasitemia after artemisinin combination therapy: evidence from a randomized trial in Uganda.,NCT01365598[si],WRONG_PMID
PRIMAQUINE_GAMETOCYTE_DR_REVIEW.html,NCT02174900,27339845,SAFEPRIM Burkina Faso,,WRONG_PMID,Electrocardiographic Monitoring Following Transcatheter Aortic Valve Replacement: Do We Need to and for How Long?,2016 Jun 27,29324864,"Safety of single low-dose primaquine in glucose-6-phosphate dehydrogenase deficient falciparum-infected African males: Two open-label, randomized, safety trials.",NCT02174900[si],WRONG_PMID
PSA_BIOLOGICS_REVIEW.html,NCT03895203,37541749,BE OPTIMAL,,WRONG_PMID,"Correlates of Neisseria gonorrhoeae antimicrobial resistance: cross-sectional results from an open cohort sentinel surveillance network in Québec, Canada, 2016-2019.",2023 Aug 4,41838419,,NCT03895203[si],WRONG_PMID
PSA_BIOLOGICS_REVIEW.html,NCT03104400,33870643,SELECT-PsA 1,,WRONG_PMID,Is hepatectomy an appropriate option for bilobar liver metastasis with portal vein tumor thrombus of colorectal cancer?,2022 Apr,40875187,"Safety Profile of Upadacitinib: Descriptive Analysis in Over 27,000 Patient-Years Across Rheumatoid Arthritis, Psoriatic Arthritis, Axial Spondyloarthritis, Atopic Dermatitis, and Inflammatory Bowel Disease.",NCT03104400[si],WRONG_PMID
RESMETIROM_MASH_REVIEW.html,NCT03900429,38231248,MAESTRO-NASH,,WRONG_PMID,To see for oneself: beyond an uncertain cause of death.,2024 Mar,41895606,Quantitative regression of qFibrosis with resmetirom: Exploratory histologic endpoints from the MAESTRO-NASH phase III clinical trial.,NCT03900429[si],WRONG_PMID
ROTAVIRUS_VACCINE_AFRICA_REVIEW.html,NCT02145000,28327203,Rotasiil ROSE Niger (Isanaka 2017),,WRONG_PMID,An appraisal of analytical tools used in predicting clinical outcomes following radiation therapy treatment of men with prostate cancer: a systematic review.,2017 Mar 21,35500028,Evaluation of multiple micronutrient supplementation and medium-quantity lipid-based nutrient supplementation in pregnancy on child development in rural Niger: A secondary analysis of a cluster randomized controlled trial.,NCT02145000[si],WRONG_PMID
RUSFERTIDE_PV_REVIEW.html,NCT05210790,39530341,VERIFY,,WRONG_PMID,Experimental investigation of circumnutation-inspired penetration in sand.,2024 Nov 12,42062206,"Verify, Then Trust: Using Artificial Intelligence in Publication of Research.",VERIFY[ti],WRONG_PMID
SCD_DISEASE_MOD_REVIEW.html,NCT01966731,31499039,"REACH (hydroxyurea, Africa)",,WRONG_PMID,2019 Gut Microbiota for Health World Summit.,2020 Jan,41026975,Hydroxyurea pharmacokinetics in children with sickle cell anemia across different global populations.,NCT01966731[si],WRONG_PMID
SCD_DISEASE_MOD_REVIEW.html,NCT01179217,29969573,L-glutamine (Endari),,WRONG_PMID,Is Targeting the Inflammasome a Way Forward for Neuroscience Drug Discovery?,2018 Dec,38775255,Antioxidant supplementation for sickle cell disease.,NCT01179217[si],WRONG_PMID
SCHISTOSOMIASIS_ARPRAZIQUANTEL_REVIEW.html,NCT03845140,38678933,L-PZQ ODT (arpraziquantel) phase 3,,WRONG_PMID,Quorum sensing bacteria improve microbial networks stability and complexity in wastewater treatment plants.,2024 May,36893784,,NCT03845140[si],WRONG_PMID
SEVERE_PEDIATRIC_FEBRILE_AFRICA_REVIEW.html,LEGACY-ISRCTN-84086586-TRACT,31314969,TRACT (transfusion threshold anaemic),,WRONG_PMID,"Health Care Spending, Utilization, and Quality 8 Years into Global Payment.",2019 Jul 18,42084780,"Pyomyositis, a rare complication of a urinary tract infection on FDG PET/CT.",TRACT[ti],WRONG_PMID
TARLATAMAB_SCLC_REVIEW.html,NCT05060016,37861213,DeLLphi-301,,WRONG_PMID,Blunt abdominal trauma: watch and wait.,2023 Dec 1,40908346,Asian Subgroup Analysis of Patients in the Phase 2 DeLLphi-301 Study of Tarlatamab for Previously Treated Small Cell Lung Cancer.,NCT05060016[si],WRONG_PMID
TAVR_LOWRISK_REVIEW.html,NCT02675114,30883058,PARTNER 3,,WRONG_PMID,Transcatheter Aortic-Valve Replacement with a Balloon-Expandable Valve in Low-Risk Patients.,2019 May 2,41144631,Transcatheter or Surgical Aortic-Valve Replacement in Low-Risk Patients at 7 Years.,NCT02675114[si],WRONG_PMID
TB_DRUG_SUSCEPTIBLE_4MO_REVIEW.html,NCT02410772,33951360,Study 31 / A5349 (4-month rifapentine-moxifloxacin),,OK,Four-Month Rifapentine Regimens with or without Moxifloxacin for Tuberculosis.,2021 May 6,,,,WRONG_PMID
TB_PREVENTION_REVIEW.html,NCT01404312,30855125,BRIEF-TB / A5279,,WRONG_PMID,3D Bioprinted Scaffolds Containing Viable Macrophages and Antibiotics Promote Clearance of Staphylococcus aureus Craniotomy-Associated Biofilm Infection.,2019 Apr 3,35943252,Population Pharmacokinetic Modeling and Simulation of Rifapentine Supports Concomitant Antiretroviral Therapy with Efavirenz and Non-Weight Based Dosing.,NCT01404312[si],WRONG_PMID
VENETOCLAX_CLL_REVIEW.html,NCT02242942,31141626,CLL14,,WRONG_PMID,Five-Year Follow-up after Face Transplantation.,2019 Jun 27,40944848,Indirect Comparisons of the Efficacy and Safety of Zanubrutinib versus Venetoclax plus Obinutuzumab in Treatment-Naïve Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma.,NCT02242942[si],WRONG_PMID
VITILIGO_REVIEW.html,NCT04927975,38744278,UpA-Vitiligo Phase 2/3 (Passeron 2024),,WRONG_PMID,Targeting the HSP47-collagen axis inhibits brain metastasis by reversing M2 microglial polarization and restoring anti-tumor immunity.,2024 May 21,39475960,Psychometric Properties and Meaningful Change Thresholds of the Vitiligo Area Scoring Index.,NCT04927975[si],WRONG_PMID
VUTRISIRAN_ATTR_REVIEW.html,NCT04153149,39213189,HELIOS-B,,WRONG_PMID,Parkin activates innate immunity and promotes antitumor immune responses.,2024 Aug 30,41225306,Timing of Mortality Benefit in Outcomes Trials in Transthyretin Amyloidosis.,NCT04153149[si],WRONG_PMID
ZURANOLONE_PPD_REVIEW.html,NCT04442503,37551612,SKYLARK,,WRONG_PMID,Prognostic Relevance of Primary Tumor Sidedness in Early-stage Colorectal Cancer: An Integrated Analysis of 4 Randomized Controlled Trials (JCOG2003A).,2024 Feb 1,37491938,Zuranolone for the Treatment of Postpartum Depression.,NCT04442503[si],WRONG_PMID
