source	record_id	title	journal_or_status	year_or_start	url	stage	decision	axis_failed	quantity_reported_instead	synthesis_candidate
PubMed	35343504	Position paper of the Italian Society of Cardiology: RAAS blockade in heart failure patients - Part I (Italian)	Giornale italiano di cardiologia	2022	https://pubmed.ncbi.nlm.nih.gov/35343504/	TiAb	exclude	RANDOMISATION	consensus statement	N
PubMed	35282662	Comparing the efficacy of angiotensin receptor-neprilysin inhibitor and enalapril in acute anterior STEMI patients after primary percutaneous coronary intervention: a prospective randomized trial	Cardiovascular diagnosis and therapy	2022	https://pubmed.ncbi.nlm.nih.gov/35282662/	TiAb	exclude	POPULATION	acute anterior STEMI, not chronic HFrEF	N
PubMed	35222898	The Difference between Sacubitril Valsartan and Valsartan on Vascular Endothelial Function, APN, MMP-9, and BNP Levels in Patients with Hypertension and Chronic Heart Failure	Journal of healthcare engineering	2022	https://pubmed.ncbi.nlm.nih.gov/35222898/	TiAb	exclude	COMPARATOR	comparator is valsartan	N
PubMed	35200707	What the near Future Holds for Sacubitril/Valsartan: A Summary of Major Ongoing Studies	Journal of cardiovascular development and disease	2022	https://pubmed.ncbi.nlm.nih.gov/35200707/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	35081164	Role of sacubitril-valsartan in the prevention of atrial fibrillation occurrence in patients with heart failure: A systematic review and meta-analysis of randomized controlled trials	PloS one	2022	https://pubmed.ncbi.nlm.nih.gov/35081164/	TiAb	exclude	RANDOMISATION	pooled atrial fibrillation estimates	Y
PubMed	35035857	Effects and Safety of Sacubitril/Valsartan for Patients with Myocardial Infarction: A Systematic Review and Meta-Analysis (RETRACTED)	Journal of healthcare engineering	2022	https://pubmed.ncbi.nlm.nih.gov/35035857/	TiAb	exclude	RANDOMISATION	pooled estimate; record is a retracted publication	Y
PubMed	35027945	Long-Term Mortality and Morbidity Related to CHFrEF in Palestinian Patients Maintained on Submaximal Sacubitril/Valsartan Doses: A Pilot Study	Journal of the renin-angiotensin-aldosterone system	2021	https://pubmed.ncbi.nlm.nih.gov/35027945/	TiAb	exclude	RANDOMISATION	single-arm pilot statistics	N
PubMed	34988519	Heart failure treatment in patients with cardiac implantable electronic devices: Opportunity for improvement	Heart rhythm O2	2021	https://pubmed.ncbi.nlm.nih.gov/34988519/	TiAb	exclude	RANDOMISATION	descriptive prescribing statistics	N
PubMed	34969175	Effect of sacubitril/valsartan on investigator-reported ventricular arrhythmias in PARADIGM-HF	European journal of heart failure	2022	https://pubmed.ncbi.nlm.nih.gov/34969175/	TiAb	exclude	OUTCOME	ventricular arrhythmia event estimates	N
PubMed	34889576	Variation in early diffusion of sacubitril/valsartan and implications for understanding novel drug diffusion	The American journal of managed care	2021	https://pubmed.ncbi.nlm.nih.gov/34889576/	TiAb	exclude	RANDOMISATION	prescribing diffusion statistics	N
PubMed	34797518	Comparing Sacubitril/Valsartan Against Sodium-Glucose Cotransporter 2 Inhibitors in Heart Failure: A Systematic Review and Network Meta-analysis	Clinical drug investigation	2022	https://pubmed.ncbi.nlm.nih.gov/34797518/	TiAb	exclude	RANDOMISATION	network meta-analysis estimates	Y
PubMed	34783839	Effect of Sacubitril/Valsartan vs Standard Medical Therapies on Plasma NT-proBNP Concentration and Submaximal Exercise Capacity in HFpEF: The PARALLAX Randomized Clinical Trial	JAMA	2021	https://pubmed.ncbi.nlm.nih.gov/34783839/	TiAb	exclude	COMPARATOR	comparator is individualised standard medical therapy; population HFpEF	N
PubMed	34758252	Angiotensin Receptor-Neprilysin Inhibition in Acute Myocardial Infarction (PARADISE-MI)	The New England journal of medicine	2021	https://pubmed.ncbi.nlm.nih.gov/34758252/	TiAb	exclude	COMPARATOR	comparator is ramipril; population acute myocardial infarction	N
PubMed	34716749	The benefits of sacubitril-valsartan in patients with acute myocardial infarction: a systematic review and meta-analysis	ESC heart failure	2021	https://pubmed.ncbi.nlm.nih.gov/34716749/	TiAb	exclude	RANDOMISATION	pooled estimate across trials	Y
PubMed	34703947	The early effect of dapagliflozin on strain and tissue Doppler parameters of diastolic function in diabetic patients with HFrEF	Archives of medical sciences. Atherosclerotic diseases	2021	https://pubmed.ncbi.nlm.nih.gov/34703947/	TiAb	exclude	INTERVENTION	intervention is dapagliflozin	N
PubMed	34675566	Cost-Effectiveness Analysis of Sacubitril/Valsartan Compared to Enalapril for Heart Failure Patients in Indonesia	ClinicoEconomics and outcomes research	2021	https://pubmed.ncbi.nlm.nih.gov/34675566/	TiAb	exclude	RANDOMISATION	incremental cost-effectiveness ratio	N
PubMed	34668596	Rationale and design of a multi-center randomized controlled trial on sacubitril-valsartan versus enalapril on left ventricular remodeling in ST-elevation myocardial infarction: The PERI-STEMI study	Clinical cardiology	2021	https://pubmed.ncbi.nlm.nih.gov/34668596/	TiAb	exclude	POPULATION	ST-elevation myocardial infarction	N
PubMed	34645527	Sacubitril/valsartan is well tolerated in patients with longstanding heart failure and history of cancer and improves ventricular function: real-world data	Cardio-oncology	2021	https://pubmed.ncbi.nlm.nih.gov/34645527/	TiAb	exclude	RANDOMISATION	real-world descriptive statistics	N
PubMed	34617669	Benefits and adverse effects of sacubitril/valsartan in patients with chronic heart failure: A systematic review and meta-analysis	Pharmacology research and perspectives	2021	https://pubmed.ncbi.nlm.nih.gov/34617669/	TiAb	exclude	RANDOMISATION	pooled estimate across trials	Y
PubMed	34591356	A randomized clinical trial on the short-term effects of 12-week sacubitril/valsartan vs enalapril on peak oxygen consumption in HFrEF: the ACTIVITY-HF study	European journal of heart failure	2021	https://pubmed.ncbi.nlm.nih.gov/34591356/	TiAb	exclude	OUTCOME	peak oxygen consumption	N
PubMed	34570120	ANMCO Position paper: Use of sacubitril/valsartan in hospitalized patients with acute heart failure (Italian)	Giornale italiano di cardiologia	2021	https://pubmed.ncbi.nlm.nih.gov/34570120/	TiAb	exclude	RANDOMISATION	consensus statement	N
PubMed	34464468	Efficacy and safety of early initiation of Sacubitril/Valsartan in patients after acute myocardial infarction: A meta-analysis	Clinical cardiology	2021	https://pubmed.ncbi.nlm.nih.gov/34464468/	TiAb	exclude	RANDOMISATION	pooled estimate across trials	Y
PubMed	34456644	ANMCO POSITION PAPER: Use of sacubitril/valsartan in hospitalized patients with acute heart failure	European heart journal supplements	2021	https://pubmed.ncbi.nlm.nih.gov/34456644/	TiAb	exclude	RANDOMISATION	consensus statement	N
PubMed	34428592	Sleep Outcomes From AWAKE-HF: A Randomized Clinical Trial of Sacubitril/Valsartan vs Enalapril in Patients With HFrEF	Journal of cardiac failure	2021	https://pubmed.ncbi.nlm.nih.gov/34428592/	TiAb	exclude	OUTCOME	accelerometer-derived sleep measures	N
PubMed	34402869	Sacubitril-valsartan versus enalapril for acute decompensated heart failure: a cost-effectiveness analysis	European journal of preventive cardiology	2021	https://pubmed.ncbi.nlm.nih.gov/34402869/	TiAb	exclude	RANDOMISATION	incremental cost-effectiveness ratio	N
PubMed	34395116	Comparison of Sacubitril/Valsartan Versus Enalapril in the Management of Heart Failure	Cureus	2021	https://pubmed.ncbi.nlm.nih.gov/34395116/	TiAb	undetermined	-	title names the right comparison but neither design nor reported quantity is determinable from it; abstract not retrieved before the halt. Carried to full text.	N
PubMed	34350772	Clinical Effectiveness of Sacubitril/Valsartan Among Patients Hospitalized for Heart Failure With Reduced Ejection Fraction	Journal of the American Heart Association	2021	https://pubmed.ncbi.nlm.nih.gov/34350772/	TiAb	exclude	RANDOMISATION	observational effectiveness estimates	N
PubMed	34125356	Five Years of Sacubitril/Valsartan - a Safety Analysis of Randomized Clinical Trials and Real-World Pharmacovigilance	Cardiovascular drugs and therapy	2022	https://pubmed.ncbi.nlm.nih.gov/34125356/	TiAb	exclude	RANDOMISATION	pooled safety estimates and pharmacovigilance signals	Y
PubMed	34101308	Effect of sacubitril/valsartan vs enalapril on changes in heart failure therapies over time: the PARADIGM-HF trial	European journal of heart failure	2021	https://pubmed.ncbi.nlm.nih.gov/34101308/	TiAb	exclude	OUTCOME	changes in background heart failure therapy over time	N
PubMed	34101002	Development and external validation of prognostic models to predict sudden and pump-failure death in patients with HFrEF from PARADIGM-HF and ATMOSPHERE	Clinical research in cardiology	2021	https://pubmed.ncbi.nlm.nih.gov/34101002/	TiAb	exclude	OUTCOME	prognostic model discrimination and calibration	N
PubMed	33997628	Renal Outcomes in Patients with Systolic Heart Failure Treated With Sacubitril-Valsartan or ACEI/ARB	Mayo Clinic proceedings. Innovations, quality and outcomes	2021	https://pubmed.ncbi.nlm.nih.gov/33997628/	TiAb	exclude	RANDOMISATION	observational renal outcome estimates	N
PubMed	33992607	Sacubitril/valsartan versus enalapril on exercise capacity in patients with heart failure with reduced ejection fraction: A randomized, double-blind, active-controlled study	American heart journal	2021	https://pubmed.ncbi.nlm.nih.gov/33992607/	TiAb	exclude	OUTCOME	exercise capacity (peak VO2 / 6-minute walk)	N
PubMed	33984319	Days alive out of hospital in heart failure: Insights from the PARADIGM-HF and CHARM trials	American heart journal	2021	https://pubmed.ncbi.nlm.nih.gov/33984319/	TiAb	exclude	OUTCOME	days alive and out of hospital	N
PubMed	33931815	Angiotensin receptor-neprilysin inhibition in patients with acute decompensated heart failure: an expert consensus position paper	Heart failure reviews	2022	https://pubmed.ncbi.nlm.nih.gov/33931815/	TiAb	exclude	RANDOMISATION	consensus statement	N
PubMed	33929386	Adverse Events of Sacubitril/Valsartan: A Meta-analysis of Randomized Controlled Trials	Journal of cardiovascular pharmacology	2021	https://pubmed.ncbi.nlm.nih.gov/33929386/	TiAb	exclude	RANDOMISATION	pooled adverse-event estimates	Y
PubMed	33879733	A study of the sequential treatment of acute heart failure with sacubitril/valsartan by recombinant human brain natriuretic peptide: A randomized controlled trial	Medicine	2021	https://pubmed.ncbi.nlm.nih.gov/33879733/	TiAb	exclude	INTERVENTION	sequential recombinant human BNP strategy; no enalapril comparator	N
PubMed	33850915	Narrative review in the current role of angiotensin receptor-neprilysin inhibitors	Annals of translational medicine	2021	https://pubmed.ncbi.nlm.nih.gov/33850915/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	33847047	Prospective ARNI vs ACE inhibitor trial to DetermIne Superiority in reducing heart failure Events after Myocardial Infarction (PARADISE-MI): design and baseline characteristics	European journal of heart failure	2021	https://pubmed.ncbi.nlm.nih.gov/33847047/	TiAb	exclude	COMPARATOR	comparator is ramipril; population acute myocardial infarction	N
PubMed	33822031	Renal protection in chronic heart failure: focus on sacubitril/valsartan	European heart journal. Cardiovascular pharmacotherapy	2021	https://pubmed.ncbi.nlm.nih.gov/33822031/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	33733623	The restricted mean survival time as a replacement for the hazard ratio and the number needed to treat in long-term studies	ESC heart failure	2021	https://pubmed.ncbi.nlm.nih.gov/33733623/	TiAb	exclude	OUTCOME	restricted mean survival time (methodological paper)	N
PubMed	33731544	Efficacy and Safety of Sacubitril/Valsartan in Japanese Patients With Chronic Heart Failure and Reduced Ejection Fraction - Results From the PARALLEL-HF Study	Circulation journal	2021	https://pubmed.ncbi.nlm.nih.gov/33731544/	FullText	INCLUDE	-	MEETS ALL FOUR. Randomised 1:1; 225 Japanese adults NYHA II-IV LVEF<=35%; sacubitril/valsartan 200 mg bid vs enalapril 10 mg bid; composite of CV death or HF hospitalisation as HAZARD RATIO 1.09 (95% CI 0.65-1.82), P=0.6260, median follow-up 33.9 months.	N
PubMed	33663237	Hemodynamic Effects of Sacubitril-Valsartan Versus Enalapril in Patients With Heart Failure in the EVALUATE-HF Study	Circulation. Heart failure	2021	https://pubmed.ncbi.nlm.nih.gov/33663237/	TiAb	exclude	OUTCOME	haemodynamic and aortic stiffness measures	N
PubMed	33624080	Sinergy between drugs and devices in the fight against sudden cardiac death and heart failure	European journal of preventive cardiology	2021	https://pubmed.ncbi.nlm.nih.gov/33624080/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	33545266	Real-world effectiveness and safety of sacubitril/valsartan in heart failure: A systematic review	International journal of cardiology	2021	https://pubmed.ncbi.nlm.nih.gov/33545266/	TiAb	exclude	RANDOMISATION	synthesis of observational studies	Y
PubMed	33530704	Efficacy and Safety of Sacubitril/Valsartan in High-Risk Patients in the PIONEER-HF Trial	Circulation. Heart failure	2021	https://pubmed.ncbi.nlm.nih.gov/33530704/	TiAb	exclude	OUTCOME	time-averaged proportional change in NT-proBNP	N
PubMed	33522249	Clinical Characteristics and Outcomes of Patients With HFrEF and Chronic Obstructive Pulmonary Disease: Insights From PARADIGM-HF	Journal of the American Heart Association	2021	https://pubmed.ncbi.nlm.nih.gov/33522249/	TiAb	exclude	OUTCOME	COPD subgroup estimates	N
PubMed	33489085	Potential mechanisms of beneficial effect of sacubitril/valsartan on glycemic control	Therapeutic advances in endocrinology and metabolism	2020	https://pubmed.ncbi.nlm.nih.gov/33489085/	TiAb	exclude	RANDOMISATION	narrative mechanistic review	N
PubMed	33357641	Efficacy and safety of sacubitril/valsartan compared with enalapril in patients with chronic heart failure and reduced ejection fraction: Results from PARADIGM-HF India sub-study	Indian heart journal	2020	https://pubmed.ncbi.nlm.nih.gov/33357641/	TiAb	exclude	OUTCOME	regional subgroup estimates; secondary report of PARADIGM-HF	N
PubMed	33314487	OUTSTEP-HF: randomised controlled trial comparing short-term effects of sacubitril/valsartan versus enalapril on daily physical activity in HFrEF	European journal of heart failure	2021	https://pubmed.ncbi.nlm.nih.gov/33314487/	TiAb	exclude	OUTCOME	accelerometer-measured daily physical activity	N
PubMed	33305513	Rationale and methods of a randomized trial evaluating the effect of neprilysin inhibition on left ventricular remodelling	ESC heart failure	2021	https://pubmed.ncbi.nlm.nih.gov/33305513/	TiAb	exclude	OUTCOME	left ventricular remodelling measures	N
PubMed	33301829	Sacubitril/valsartan for the management of heart failure: A perspective viewpoint on current evidence	International journal of cardiology	2021	https://pubmed.ncbi.nlm.nih.gov/33301829/	TiAb	exclude	RANDOMISATION	narrative viewpoint	N
PubMed	33292750	Use of Sacubitril/valsartan in patients with cardio toxicity and heart failure due to chemotherapy	Cardio-oncology	2020	https://pubmed.ncbi.nlm.nih.gov/33292750/	TiAb	exclude	POPULATION	chemotherapy-induced cardiotoxicity	N
PubMed	33277825	Heart failure in the last year: progress and perspective	ESC heart failure	2020	https://pubmed.ncbi.nlm.nih.gov/33277825/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	33257469	Beneficial and harmful effects of sacubitril/valsartan in patients with heart failure: a systematic review of randomised clinical trials with meta-analysis and trial sequential analysis	Open heart	2020	https://pubmed.ncbi.nlm.nih.gov/33257469/	TiAb	exclude	RANDOMISATION	pooled estimate with trial sequential analysis	Y
PubMed	33211601	Sacubitril-valsartan improves conduit vessel function and functional capacity and reduces inflammation in heart failure with reduced ejection fraction	Journal of applied physiology	2021	https://pubmed.ncbi.nlm.nih.gov/33211601/	TiAb	exclude	OUTCOME	vascular function and inflammatory markers	N
PubMed	33189630	Improvement of Health Status Following Initiation of Sacubitril/Valsartan in Heart Failure and Reduced Ejection Fraction	JACC. Heart failure	2021	https://pubmed.ncbi.nlm.nih.gov/33189630/	TiAb	exclude	RANDOMISATION	observational health-status change	N
PubMed	33155868	Association of Sacubitril/Valsartan with Metabolic Parameters in Patients with Reduced Ejection Fraction Heart Failure at a Multidisciplinary Clinic	Metabolic syndrome and related disorders	2021	https://pubmed.ncbi.nlm.nih.gov/33155868/	TiAb	exclude	RANDOMISATION	observational metabolic parameter change	N
PubMed	33068250	Management of patients with chronic heart failure and type 2 diabetes mellitus: the SCODIAC-II study	Internal and emergency medicine	2021	https://pubmed.ncbi.nlm.nih.gov/33068250/	TiAb	exclude	RANDOMISATION	observational management statistics	N
PubMed	33039448	Estimating the Lifetime Benefits of Treatments for Heart Failure	JACC. Heart failure	2020	https://pubmed.ncbi.nlm.nih.gov/33039448/	TiAb	exclude	OUTCOME	projected event-free survival gain	N
PubMed	32978755	The AWAKE-HF Study: Sacubitril/Valsartan Impact on Daily Physical Activity and Sleep in Heart Failure	American journal of cardiovascular drugs	2021	https://pubmed.ncbi.nlm.nih.gov/32978755/	TiAb	exclude	OUTCOME	accelerometer-measured activity and sleep	N
PubMed	32977362	Efficacy and safety of sacubitril-valsartan in heart failure: a meta-analysis of randomized controlled trials	ESC heart failure	2020	https://pubmed.ncbi.nlm.nih.gov/32977362/	TiAb	exclude	RANDOMISATION	pooled estimate across trials	Y
PubMed	32945737	Alternative payment models and innovation: a case study of US health system adoption of a sacubitril/valsartan to treat acute decompensated heart failure	Journal of medical economics	2020	https://pubmed.ncbi.nlm.nih.gov/32945737/	TiAb	exclude	RANDOMISATION	health-system adoption case study	N
PubMed	32919915	Angiotensin-Neprilysin Inhibition in Black Americans: Data From the PIONEER-HF Trial	JACC. Heart failure	2020	https://pubmed.ncbi.nlm.nih.gov/32919915/	TiAb	exclude	OUTCOME	NT-proBNP change by race subgroup	N
PubMed	32919914	Similar Yet Different: Examining the Effects of Sacubitril/Valsartan by Race in the PIONEER-HF Trial	JACC. Heart failure	2020	https://pubmed.ncbi.nlm.nih.gov/32919914/	TiAb	exclude	RANDOMISATION	editorial comment	N
PubMed	32868662	Benefits of early administration of Sacubitril/Valsartan in patients with ST-elevation myocardial infarction after primary percutaneous coronary intervention	Coronary artery disease	2021	https://pubmed.ncbi.nlm.nih.gov/32868662/	TiAb	exclude	POPULATION	ST-elevation myocardial infarction	N
PubMed	32854838	Angiotensin Receptor-Neprilysin Inhibition Based on History of Heart Failure and Use of Renin-Angiotensin System Antagonists	Journal of the American College of Cardiology	2020	https://pubmed.ncbi.nlm.nih.gov/32854838/	TiAb	exclude	OUTCOME	subgroup estimates by prior therapy history	N
PubMed	32848403	Cardiovascular Outcomes with Sacubitril-Valsartan in Heart Failure: Emerging Clinical Data	Therapeutics and clinical risk management	2020	https://pubmed.ncbi.nlm.nih.gov/32848403/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	32809261	Serum potassium in the PARADIGM-HF trial	European journal of heart failure	2020	https://pubmed.ncbi.nlm.nih.gov/32809261/	TiAb	exclude	OUTCOME	serum potassium and hyperkalaemia rates	N
PubMed	32801725	Impact of Sacubitril/Valsartan on Patient Outcomes in Heart Failure: Evidence to Date	Therapeutics and clinical risk management	2020	https://pubmed.ncbi.nlm.nih.gov/32801725/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	32800511	Efficacy and Safety of Sacubitril/Valsartan by Dose Level Achieved in the PIONEER-HF Trial	JACC. Heart failure	2020	https://pubmed.ncbi.nlm.nih.gov/32800511/	TiAb	exclude	OUTCOME	NT-proBNP change by achieved dose	N
PubMed	32800508	NT-proBNP Response to Sacubitril/Valsartan in Hospitalized Heart Failure Patients With Reduced Ejection Fraction: TRANSITION Study	JACC. Heart failure	2020	https://pubmed.ncbi.nlm.nih.gov/32800508/	TiAb	exclude	COMPARATOR	pre-discharge vs post-discharge initiation; no enalapril comparator. Reports NT-proBNP response.	N
PubMed	32739172	Effects of sacubitril/valsartan in patients with heart failure and chronic kidney disease: A meta-analysis	European journal of pharmacology	2020	https://pubmed.ncbi.nlm.nih.gov/32739172/	TiAb	exclude	RANDOMISATION	pooled estimate across trials	Y
PubMed	32648251	Feasibility of sacubitril/valsartan initiation early after acute decompensated heart failure	Cardiology journal	2020	https://pubmed.ncbi.nlm.nih.gov/32648251/	TiAb	exclude	RANDOMISATION	feasibility and tolerability proportions	N
PubMed	32641226	Sacubitril/Valsartan in Advanced Heart Failure With Reduced Ejection Fraction: Rationale and Design of the LIFE Trial	JACC. Heart failure	2020	https://pubmed.ncbi.nlm.nih.gov/32641226/	TiAb	exclude	COMPARATOR	comparator is valsartan	N
PubMed	32468672	Rationale and study design of OUTSTEP-HF: a randomised controlled study to assess the effect of sacubitril/valsartan and enalapril on physical activity measured by accelerometry in HFrEF	European journal of heart failure	2020	https://pubmed.ncbi.nlm.nih.gov/32468672/	TiAb	exclude	OUTCOME	accelerometer-measured physical activity	N
PubMed	32466836	Use of the Win Ratio in Cardiovascular Trials	JACC. Heart failure	2020	https://pubmed.ncbi.nlm.nih.gov/32466836/	TiAb	exclude	OUTCOME	win ratio (methodological paper)	N
PubMed	32407608	Liver function and prognosis, and influence of sacubitril/valsartan in patients with heart failure with reduced ejection fraction	European journal of heart failure	2020	https://pubmed.ncbi.nlm.nih.gov/32407608/	TiAb	exclude	OUTCOME	liver-function subgroup and prognostic estimates	N
PubMed	32369265	Introduction of sacubitril/valsartan in primary care follow-up of heart failure: a prospective observational study (THESEUS)	ESC heart failure	2020	https://pubmed.ncbi.nlm.nih.gov/32369265/	TiAb	exclude	RANDOMISATION	prospective observational statistics	N
PubMed	32297449	Angiotensin receptor neprilysin inhibition versus individualized RAAS blockade: design and rationale of the PARALLAX trial	ESC heart failure	2020	https://pubmed.ncbi.nlm.nih.gov/32297449/	TiAb	exclude	COMPARATOR	comparator is individualised RAAS blockade	N
PubMed	32259909	LCZ696 and preservation of renal function in heart failure: A meta-analysis of 6 randomized trials	Reviews in cardiovascular medicine	2020	https://pubmed.ncbi.nlm.nih.gov/32259909/	TiAb	exclude	RANDOMISATION	pooled renal estimates	Y
PubMed	32248695	Representativeness of the PIONEER-HF Clinical Trial Population in Patients Hospitalized With Heart Failure and Reduced Ejection Fraction	Circulation. Heart failure	2020	https://pubmed.ncbi.nlm.nih.gov/32248695/	TiAb	exclude	RANDOMISATION	representativeness proportions	N
PubMed	32221582	Effects of dapagliflozin in DAPA-HF according to background heart failure therapy	European heart journal	2020	https://pubmed.ncbi.nlm.nih.gov/32221582/	TiAb	exclude	INTERVENTION	intervention is dapagliflozin	N
PubMed	36263291	Angiotensin Receptor-Neprilysin Inhibition (ARNI) in Heart Failure	International journal of heart failure	2020	https://pubmed.ncbi.nlm.nih.gov/36263291/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	32153122	Sacubitril/valsartan in patients with heart failure with reduced ejection fraction with end-stage of renal disease	ESC heart failure	2020	https://pubmed.ncbi.nlm.nih.gov/32153122/	TiAb	exclude	POPULATION	end-stage renal disease	N
PubMed	32128057	Evaluating the safety and tolerability of inpatient sacubitril/valsartan initiation in a community hospital	Journal of community hospital internal medicine perspectives	2020	https://pubmed.ncbi.nlm.nih.gov/32128057/	TiAb	exclude	RANDOMISATION	single-centre tolerability proportions	N
PubMed	32021227	Understanding the early mortality benefit observed in the PARADIGM-HF trial: considerations for the management of heart failure with sacubitril/valsartan	Vascular health and risk management	2020	https://pubmed.ncbi.nlm.nih.gov/32021227/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	32000355	New pharmacological treatments for heart failure with reduced ejection fraction (HFrEF): A Bayesian network meta-analysis	Medicine	2020	https://pubmed.ncbi.nlm.nih.gov/32000355/	TiAb	exclude	RANDOMISATION	Bayesian network meta-analysis estimates	Y
PubMed	31997538	Highlights in heart failure	ESC heart failure	2019	https://pubmed.ncbi.nlm.nih.gov/31997538/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	31995119	Prognostic Models Derived in PARADIGM-HF and Validated in ATMOSPHERE and the Swedish Heart Failure Registry	JAMA cardiology	2020	https://pubmed.ncbi.nlm.nih.gov/31995119/	TiAb	exclude	OUTCOME	prognostic model performance	N
PubMed	31906682	Innovations in pharmacological treatment of heart failure (Czech)	Vnitrni lekarstvi	2019	https://pubmed.ncbi.nlm.nih.gov/31906682/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	31838035	Comparative Effectiveness of Sacubitril-Valsartan Versus ACE/ARB Therapy in Heart Failure With Reduced Ejection Fraction	JACC. Heart failure	2020	https://pubmed.ncbi.nlm.nih.gov/31838035/	TiAb	exclude	RANDOMISATION	observational comparative effectiveness estimates	N
PubMed	31825471	Initiation of Angiotensin-Neprilysin Inhibition After Acute Decompensated Heart Failure: Secondary Analysis of the Open-label Extension of the PIONEER-HF Trial	JAMA cardiology	2020	https://pubmed.ncbi.nlm.nih.gov/31825471/	TiAb	exclude	OUTCOME	NT-proBNP change in open-label extension	N
PubMed	31789711	The eligible population of the PARADIGM-HF trial in a real-world outpatient clinic and its cardiovascular risk between 2005 and 2016	Journal of cardiovascular medicine	2020	https://pubmed.ncbi.nlm.nih.gov/31789711/	TiAb	exclude	RANDOMISATION	eligibility proportions in a cohort	N
PubMed	31772612	LCZ696 Therapy Reduces Ventricular Tachyarrhythmia Inducibility in a Myocardial Infarction-Induced Heart Failure Rat Model	Cardiovascular therapeutics	2019	https://pubmed.ncbi.nlm.nih.gov/31772612/	TiAb	exclude	POPULATION	rat model, not adult humans	N
PubMed	36262737	Real-World Eligibility for Sacubitril/Valsartan in HFrEF Patients in Korea: Data from the Korean Acute Heart Failure (KorAHF) Registry	International journal of heart failure	2019	https://pubmed.ncbi.nlm.nih.gov/36262737/	TiAb	exclude	RANDOMISATION	registry eligibility proportions	N
PubMed	31638338	Activity Sensors to Evaluate the Effect of Sacubitril/Valsartan on Quality-of-Life in Heart Failure: rationale and design of the AWAKE-HF study	ESC heart failure	2019	https://pubmed.ncbi.nlm.nih.gov/31638338/	TiAb	exclude	OUTCOME	accelerometer-measured activity	N
PubMed	31625704	Sacubitril/valsartan improves left ventricular longitudinal deformation in heart failure patients with reduced ejection fraction (RETRACTED)	Minerva cardioangiologica	2019	https://pubmed.ncbi.nlm.nih.gov/31625704/	TiAb	exclude	OUTCOME	longitudinal strain; record is a retracted publication	N
PubMed	31617977	ARNI (Angiotensin Receptor-Neprilysin Inhibitor): when, for whom and how? (French)	Revue medicale suisse	2019	https://pubmed.ncbi.nlm.nih.gov/31617977/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	31559483	Optimizing heart failure treatment following cardiac resynchronization therapy	Clinical research in cardiology	2020	https://pubmed.ncbi.nlm.nih.gov/31559483/	TiAb	exclude	OUTCOME	post-CRT optimisation outcomes	N
PubMed	31531687	ARNIs: balancing the good and the bad of neuroendocrine response to HF	Clinical research in cardiology	2020	https://pubmed.ncbi.nlm.nih.gov/31531687/	TiAb	exclude	RANDOMISATION	commentary	N
PubMed	31514513	Angiotensin Receptor Neprilysin Inhibitor for Patients With Heart Failure and Reduced Ejection Fraction: Real-World Experience From Taiwan	Journal of cardiovascular pharmacology and therapeutics	2020	https://pubmed.ncbi.nlm.nih.gov/31514513/	TiAb	exclude	RANDOMISATION	observational real-world estimates	N
PubMed	31510768	Prognostic Implications of Congestion on Physical Examination Among Contemporary Patients With HFrEF: PARADIGM-HF	Circulation	2019	https://pubmed.ncbi.nlm.nih.gov/31510768/	TiAb	exclude	OUTCOME	prognostic association of congestion score	N
PubMed	31498903	Evaluation of Patients with Heart Failure to Determine Eligibility for Treatment with Sacubitril/Valsartan: Insights from a Veterans Administration Healthcare System	Pharmacotherapy	2019	https://pubmed.ncbi.nlm.nih.gov/31498903/	TiAb	exclude	RANDOMISATION	eligibility proportions	N
PubMed	31475296	Effect of Sacubitril-Valsartan vs Enalapril on Aortic Stiffness in Patients With Heart Failure and Reduced Ejection Fraction: A Randomized Clinical Trial (EVALUATE-HF)	JAMA	2019	https://pubmed.ncbi.nlm.nih.gov/31475296/	TiAb	exclude	OUTCOME	change in aortic characteristic impedance	N
PubMed	31219361	Cost-effectiveness of sacubitril/valsartan for the treatment of patients with heart failure with reduced ejection fraction in Portugal	Expert review of pharmacoeconomics and outcomes research	2020	https://pubmed.ncbi.nlm.nih.gov/31219361/	TiAb	exclude	RANDOMISATION	incremental cost-effectiveness ratio	N
PubMed	31172710	Sacubitril/Valsartan in Asian Patients with Heart Failure with Reduced Ejection Fraction	Korean circulation journal	2019	https://pubmed.ncbi.nlm.nih.gov/31172710/	TiAb	exclude	RANDOMISATION	narrative review	N
